,win,nomination
tt0210070,10,9
tt0210234,0,0
tt0210616,0,0
tt0210945,8,18
tt0211181,1,8
tt0211443,0,0
tt0211465,0,0
tt0211915,59,74
tt0211933,1,3
tt0211934,0,0
tt0211938,0,0
tt0211946,0,0
tt0212338,7,15
tt0212346,7,8
tt0212712,38,81
tt0212720,17,71
tt0212985,9,25
tt0213149,14,51
tt0213203,3,7
tt0213790,0,0
tt0213847,7,22
tt0213890,15,22
tt0214388,0,0
tt0215129,4,9
tt0215545,1,10
tt0215750,0,0
tt0216216,0,0
tt0216625,2,4
tt0216651,0,0
tt0217505,50,135
tt0217630,0,0
tt0217756,0,0
tt0217869,2,15
tt0218553,0,0
tt0218817,2,4
tt0218839,11,14
tt0218922,0,0
tt0218967,4,6
tt0219653,0,0
tt0219699,0,0
tt0219822,2,2
tt0219854,1,3
tt0219965,4,7
tt0220099,0,0
tt0220506,1,1
tt0220580,12,9
tt0220832,4,4
tt0221027,3,9
tt0221073,12,14
tt0221218,0,0
tt0222012,5,7
tt0222812,1,4
tt0222851,1,2
tt0223897,1,4
tt0225071,3,5
tt0227005,0,0
tt0227445,1,1
tt0227538,2,10
tt0227984,0,0
tt0228333,0,0
tt0228750,0,0
tt0228786,1,6
tt0229260,5,11
tt0230011,2,14
tt0230030,1,3
tt0230600,29,55
tt0230838,0,0
tt0231402,1,2
tt0231775,0,0
tt0232500,11,18
tt0233142,0,0
tt0233422,1,4
tt0233469,0,0
tt0234000,44,12
tt0234215,8,34
tt0234354,0,0
tt0234829,0,0
tt0235060,19,10
tt0235198,4,5
tt0235679,0,0
tt0235737,0,0
tt0236027,3,11
tt0236348,0,0
tt0236493,3,2
tt0236640,0,0
tt0236784,1,1
tt0237534,4,22
tt0237572,1,6
tt0238112,2,5
tt0238380,0,0
tt0238546,0,0
tt0238552,0,0
tt0238883,0,0
tt0238924,0,0
tt0238936,57,10
tt0239395,2,3
tt0239948,0,0
tt0239949,0,0
tt0240200,17,18
tt0240462,3,6
tt0240468,1,1
tt0240510,0,0
tt0240515,12,7
tt0240772,4,20
tt0240890,0,0
tt0240900,0,0
tt0241025,2,5
tt0241303,7,36
tt0241527,17,68
tt0241760,0,0
tt0242193,3,1
tt0242423,0,0
tt0242445,0,0
tt0242519,8,3
tt0242527,1,3
tt0242653,5,36
tt0242998,2,2
tt0243017,5,21
tt0243133,25,43
tt0243155,8,32
tt0243255,4,3
tt0243493,1,1
tt0243585,1,4
tt0243609,3,4
tt0243655,0,0
tt0243736,1,2
tt0243862,21,22
tt0244000,0,0
tt0244244,5,10
tt0244316,15,25
tt0244970,0,0
tt0245046,0,0
tt0245238,4,6
tt0245429,58,31
tt0245562,3,4
tt0245574,39,48
tt0245674,1,4
tt0245686,1,3
tt0245712,55,25
tt0245803,0,0
tt0245844,0,0
tt0246460,6,36
tt0246464,0,0
tt0246544,0,0
tt0246578,12,16
tt0246677,6,7
tt0246894,5,3
tt0246989,0,0
tt0247196,15,23
tt0247199,6,10
tt0247425,39,75
tt0247586,22,8
tt0247638,3,11
tt0247745,0,0
tt0248126,27,43
tt0248408,0,0
tt0248667,10,27
tt0248845,28,33
tt0249241,6,2
tt0249371,3,17
tt0249380,0,0
tt0249462,57,73
tt0249478,1,3
tt0250081,0,0
tt0250223,1,4
tt0250224,0,0
tt0250258,14,14
tt0250310,0,0
tt0250323,4,19
tt0250468,0,0
tt0250494,6,14
tt0250687,0,0
tt0250797,3,16
tt0251075,0,0
tt0251114,1,1
tt0251127,1,8
tt0251160,2,8
tt0251736,4,8
tt0252028,2,5
tt0252076,1,8
tt0252299,1,6
tt0252444,23,25
tt0252480,1,3
tt0252487,0,0
tt0252488,0,0
tt0252489,0,0
tt0252490,0,0
tt0252501,2,8
tt0252503,0,0
tt0252591,2,1
tt0252597,0,0
tt0252866,8,6
tt0253474,57,74
tt0253556,1,3
tt0253614,0,0
tt0253754,1,4
tt0253779,0,0
tt0253798,0,0
tt0253828,0,0
tt0253867,1,4
tt0253997,0,0
tt0254455,11,18
tt0254481,36,30
tt0254686,18,23
tt0255067,20,15
tt0255589,8,3
tt0255798,0,0
tt0255819,1,14
tt0256009,6,12
tt0256103,6,5
tt0256276,0,0
tt0256380,0,0
tt0256415,3,6
tt0256524,1,1
tt0257044,23,82
tt0257076,5,5
tt0257106,3,5
tt0257360,25,71
tt0257516,0,0
tt0257568,1,9
tt0257756,0,0
tt0258000,1,9
tt0258038,0,0
tt0258068,13,14
tt0258153,0,0
tt0258463,3,6
tt0258470,0,0
tt0258760,1,1
tt0259288,0,0
tt0259324,1,11
tt0259393,36,22
tt0259446,20,29
tt0259484,0,0
tt0259711,5,34
tt0260866,0,0
tt0260991,16,7
tt0261289,0,0
tt0261392,1,3
tt0261983,2,3
tt0263438,2,4
tt0263488,5,7
tt0263757,0,0
tt0263975,2,9
tt0264150,0,0
tt0264323,0,0
tt0264395,0,0
tt0264464,16,46
tt0264472,0,0
tt0264508,0,0
tt0264616,5,16
tt0264761,8,3
tt0264796,2,9
tt0264935,0,0
tt0265029,1,2
tt0265086,11,37
tt0265087,0,0
tt0265208,2,4
tt0265298,1,3
tt0265343,7,12
tt0265349,1,2
tt0265459,6,22
tt0265651,0,0
tt0265662,5,4
tt0265666,11,46
tt0265808,1,1
tt0266308,7,9
tt0266452,0,0
tt0266465,0,0
tt0266489,0,0
tt0266543,48,63
tt0266697,29,103
tt0266915,10,22
tt0266987,0,0
tt0267129,0,0
tt0267287,4,1
tt0267626,1,2
tt0267804,0,0
tt0267891,0,0
tt0267913,5,14
tt0268126,65,100
tt0268380,5,30
tt0268397,0,0
tt0268695,2,4
tt0268978,37,69
tt0268995,3,1
tt0269095,0,0
tt0269347,0,0
tt0269389,7,4
tt0270053,7,5
tt0270288,7,12
tt0270846,0,0
tt0270980,0,0
tt0271027,0,0
tt0271259,0,0
tt0271263,1,5
tt0271367,0,0
tt0271383,10,10
tt0271668,0,0
tt0271946,2,3
tt0272020,1,4
tt0272152,0,0
tt0272207,1,8
tt0272338,14,37
tt0273435,12,13
tt0273517,2,3
tt0273923,0,0
tt0274117,7,12
tt0274166,0,0
tt0274309,1,13
tt0274558,43,126
tt0274711,0,0
tt0274812,15,26
tt0275022,2,15
tt0275083,3,2
tt0275230,2,2
tt0275277,0,0
tt0275491,16,42
tt0275719,1,1
tt0275773,0,0
tt0275847,11,27
tt0276751,11,30
tt0276816,0,0
tt0276830,1,1
tt0276919,21,33
tt0277027,8,12
tt0277296,2,3
tt0277371,0,0
tt0277434,3,5
tt0277941,3,14
tt0278295,0,0
tt0278435,0,0
tt0278488,0,0
tt0278500,2,2
tt0278504,1,11
tt0278731,13,25
tt0278823,0,0
tt0279064,14,5
tt0279111,1,4
tt0279113,5,16
tt0279331,0,0
tt0279493,1,7
tt0279778,1,7
tt0279781,1,1
tt0280030,0,0
tt0280380,0,0
tt0280460,1,1
tt0280486,0,0
tt0280491,19,23
tt0280590,5,9
tt0280609,5,7
tt0280653,4,9
tt0280665,2,4
tt0280707,36,74
tt0280720,0,0
tt0280760,7,17
tt0280778,14,31
tt0280969,3,4
tt0281322,0,0
tt0281358,4,2
tt0281364,0,0
tt0281373,0,0
tt0281686,7,10
tt0282120,0,0
tt0282209,1,2
tt0282687,0,0
tt0283003,0,0
tt0283026,0,0
tt0283084,1,3
tt0283111,0,0
tt0283139,3,7
tt0283426,1,9
tt0283509,29,25
tt0283530,0,0
tt0283632,1,1
tt0283832,11,31
tt0283900,8,9
tt0284490,1,6
tt0284837,0,0
tt0284978,5,3
tt0285175,1,4
tt0285462,1,8
tt0285492,1,1
tt0285531,0,0
tt0285742,15,23
tt0285823,3,6
tt0285861,3,5
tt0286106,3,34
tt0286112,12,19
tt0286244,20,41
tt0286306,1,5
tt0286499,17,20
tt0286716,3,14
tt0286751,2,3
tt0286788,0,0
tt0287467,46,48
tt0287717,3,3
tt0287978,5,17
tt0288045,0,0
tt0288439,7,1
tt0288477,0,0
tt0289043,10,32
tt0289635,7,17
tt0289765,4,10
tt0289848,0,0
tt0289879,1,8
tt0289992,0,0
tt0290002,2,7
tt0290095,0,0
tt0290329,0,0
tt0290334,6,41
tt0290673,3,13
tt0291341,0,0
tt0291350,6,8
tt0291376,0,0
tt0291502,8,8
tt0291579,0,0
tt0292490,27,37
tt0292506,0,0
tt0292542,37,12
tt0292644,2,3
tt0292963,17,27
tt0293007,16,33
tt0293416,1,4
tt0293508,7,42
tt0293564,0,0
tt0293662,0,0
tt0293715,7,1
tt0293815,0,0
tt0294357,0,0
tt0294870,1,21
tt0295178,5,22
tt0295254,3,3
tt0295289,0,0
tt0295297,13,46
tt0295427,1,6
tt0295700,0,0
tt0295701,4,14
tt0295721,0,0
tt0296042,6,4
tt0296572,0,0
tt0296574,20,10
tt0297162,0,0
tt0297181,2,6
tt0297284,0,0
tt0297884,102,96
tt0298130,14,12
tt0298148,18,52
tt0298203,15,21
tt0298228,33,35
tt0298408,2,6
tt0298744,0,0
tt0298814,0,0
tt0298845,26,66
tt0299117,12,14
tt0299172,0,0
tt0299458,4,11
tt0299658,57,129
tt0299930,12,13
tt0299977,46,48
tt0300051,2,8
tt0300140,12,11
tt0300471,0,0
tt0300532,1,7
tt0300556,0,0
tt0301199,16,28
tt0301357,36,22
tt0301470,0,0
tt0301976,1,2
tt0302640,0,0
tt0302674,2,9
tt0302886,0,0
tt0303361,9,8
tt0303714,1,17
tt0303816,3,12
tt0303933,0,0
tt0304141,17,53
tt0304415,0,0
tt0304669,1,3
tt0304711,0,0
tt0305206,31,50
tt0305224,2,4
tt0305357,9,21
tt0305669,4,13
tt0305711,0,0
tt0306047,2,4
tt0306434,0,0
tt0306685,0,0
tt0306734,0,0
tt0306841,2,3
tt0307453,3,16
tt0307479,2,11
tt0307901,4,17
tt0307987,1,12
tt0308055,6,25
tt0308152,7,5
tt0308208,0,0
tt0308379,6,2
tt0308383,3,5
tt0308506,1,6
tt0308644,19,81
tt0308878,0,0
tt0309377,0,0
tt0309530,4,8
tt0309593,0,0
tt0309698,1,11
tt0309820,4,1
tt0309912,1,5
tt0309987,2,10
tt0310203,0,0
tt0310281,14,28
tt0310357,1,5
tt0310775,7,5
tt0310910,0,0
tt0311113,23,90
tt0311289,3,9
tt0311429,0,0
tt0311519,21,27
tt0311648,15,22
tt0312004,40,25
tt0312528,7,22
tt0312549,3,14
tt0312843,1,2
tt0313196,21,15
tt0313443,5,7
tt0313542,1,3
tt0313670,10,17
tt0313737,2,3
tt0313792,0,0
tt0313911,0,0
tt0314063,0,0
tt0314067,0,0
tt0314331,10,29
tt0314353,0,0
tt0314412,16,15
tt0314498,0,0
tt0314786,0,0
tt0315297,0,0
tt0315327,7,9
tt0315642,0,0
tt0315733,30,79
tt0315824,0,0
tt0315983,13,42
tt0316356,1,5
tt0316396,3,13
tt0316465,3,5
tt0316654,25,60
tt0316732,3,7
tt0317132,0,0
tt0317198,0,0
tt0317219,28,34
tt0317248,74,50
tt0317303,1,6
tt0317648,1,2
tt0317676,0,0
tt0317705,67,56
tt0317740,7,9
tt0317919,7,14
tt0318034,10,15
tt0318081,0,0
tt0318155,0,0
tt0318283,0,0
tt0318374,9,26
tt0318411,18,15
tt0318462,36,49
tt0318627,6,3
tt0318649,2,5
tt0318761,5,5
tt0318974,0,0
tt0319061,0,0
tt0319262,6,12
tt0319343,2,7
tt0319736,14,7
tt0319769,47,19
tt0320244,0,0
tt0320661,5,15
tt0320691,1,10
tt0322259,4,13
tt0322330,5,11
tt0322420,6,4
tt0322589,0,0
tt0323013,4,11
tt0323033,0,0
tt0323120,0,0
tt0323939,0,0
tt0323944,11,28
tt0324127,0,0
tt0324133,2,19
tt0324216,4,17
tt0324554,0,0
tt0325055,0,0
tt0325258,0,0
tt0325537,0,0
tt0325596,0,0
tt0325655,9,8
tt0325703,1,3
tt0325710,20,67
tt0325805,0,0
tt0325980,38,104
tt0326769,0,0
tt0326856,0,0
tt0326905,0,0
tt0326977,14,18
tt0327056,56,144
tt0327084,7,26
tt0327137,1,6
tt0327162,0,0
tt0327247,1,1
tt0327437,2,2
tt0327554,13,8
tt0327597,8,46
tt0327679,0,0
tt0327850,2,3
tt0328099,0,0
tt0328107,1,7
tt0328538,14,49
tt0328589,0,0
tt0328828,3,6
tt0328880,2,22
tt0329028,1,7
tt0329101,2,11
tt0329388,5,8
tt0329575,6,44
tt0329691,0,0
tt0329717,0,0
tt0329774,0,0
tt0330099,1,6
tt0330229,3,7
tt0330373,13,44
tt0330793,1,5
tt0331468,0,0
tt0331632,1,4
tt0331811,1,8
tt0331933,0,0
tt0331952,0,0
tt0331953,0,0
tt0332047,0,0
tt0332136,0,0
tt0332280,12,10
tt0332375,1,6
tt0332379,8,23
tt0332452,5,23
tt0332658,9,12
tt0333766,13,39
tt0333780,3,5
tt0335119,17,46
tt0335121,0,0
tt0335245,6,4
tt0335266,97,132
tt0335345,29,24
tt0335438,3,10
tt0335559,0,0
tt0335563,0,0
tt0337103,0,0
tt0337563,0,0
tt0337578,2,21
tt0337579,2,10
tt0337692,2,4
tt0337697,0,0
tt0337741,8,13
tt0337876,2,18
tt0337909,2,16
tt0337921,0,0
tt0337978,3,16
tt0338013,73,111
tt0338077,0,0
tt0338094,1,4
tt0338095,6,9
tt0338096,0,0
tt0338097,7,5
tt0338135,50,37
tt0338188,2,8
tt0338216,0,0
tt0338309,9,10
tt0338325,0,0
tt0338337,3,2
tt0338348,5,26
tt0338427,1,7
tt0338459,3,5
tt0338466,0,0
tt0338512,2,2
tt0338526,3,21
tt0338564,24,26
tt0338751,85,131
tt0338763,2,1
tt0339034,3,19
tt0339135,0,0
tt0339230,5,1
tt0339291,10,28
tt0339412,1,5
tt0339579,2,4
tt0339840,3,4
tt0340012,9,19
tt0340163,0,0
tt0340377,29,31
tt0340855,30,26
tt0342258,0,0
tt0342492,7,8
tt0342735,1,16
tt0343135,1,9
tt0343660,6,10
tt0343737,2,13
tt0343818,1,15
tt0344510,17,35
tt0344854,1,4
tt0345061,4,10
tt0345549,9,11
tt0345551,0,0
tt0345950,1,10
tt0346094,31,8
tt0346156,8,19
tt0346336,33,25
tt0346491,6,19
tt0346631,0,0
tt0346723,0,0
tt0347048,25,14
tt0347149,14,20
tt0347246,6,8
tt0347304,40,41
tt0347332,0,0
tt0347473,10,36
tt0347618,0,0
tt0348121,0,0
tt0348150,12,47
tt0348333,0,0
tt0348593,2,7
tt0348836,3,7
tt0349047,10,2
tt0349205,2,7
tt0349467,2,3
tt0349683,4,8
tt0349710,1,7
tt0349825,2,4
tt0349903,4,10
tt0350028,0,0
tt0350258,53,54
tt0350261,3,1
tt0351283,4,32
tt0351817,38,9
tt0351977,0,0
tt0352248,16,45
tt0352277,2,13
tt0352343,27,23
tt0352520,31,35
tt0353489,3,2
tt0353969,31,4
tt0354899,7,9
tt0355295,4,5
tt0355702,1,7
tt0356150,0,0
tt0356470,6,8
tt0356618,0,0
tt0356634,1,1
tt0356680,4,8
tt0356721,3,11
tt0356910,9,18
tt0357110,3,6
tt0357111,0,0
tt0357277,0,0
tt0357413,1,13
tt0357507,0,0
tt0358082,2,22
tt0358135,0,0
tt0358273,44,48
tt0358349,0,0
tt0359013,0,0
tt0359423,1,5
tt0359950,5,18
tt0360009,0,0
tt0360139,0,0
tt0360201,0,0
tt0360486,2,10
tt0360556,3,15
tt0360717,46,104
tt0361089,0,0
tt0361127,7,20
tt0361411,1,4
tt0361467,0,0
tt0361620,0,0
tt0361668,5,3
tt0361696,2,3
tt0361748,133,172
tt0361841,0,0
tt0361862,7,15
tt0361925,0,0
tt0362004,0,0
tt0362120,1,3
tt0362165,7,12
tt0362225,12,15
tt0362227,7,8
tt0362269,17,51
tt0362270,3,10
tt0362478,0,0
tt0363163,22,34
tt0363226,24,15
tt0363282,0,0
tt0363473,0,0
tt0363547,1,17
tt0363589,8,13
tt0363771,18,46
tt0363780,1,2
tt0363988,0,0
tt0364045,0,0
tt0364343,1,4
tt0364385,1,1
tt0364517,5,2
tt0364569,40,20
tt0364725,2,9
tt0364751,0,0
tt0364955,0,0
tt0364961,2,4
tt0364970,0,0
tt0365125,0,0
tt0365376,23,2
tt0365485,1,6
tt0365675,0,0
tt0365686,0,0
tt0365737,13,30
tt0365748,13,20
tt0365830,0,0
tt0365847,1,5
tt0365885,5,13
tt0365907,0,0
tt0365929,0,0
tt0365957,1,5
tt0366174,0,0
tt0366292,0,0
tt0366548,20,26
tt0366551,0,0
tt0366627,1,2
tt0366777,2,7
tt0366780,5,2
tt0367027,7,9
tt0367085,0,0
tt0367089,23,49
tt0367110,13,23
tt0367188,0,0
tt0367479,0,0
tt0367495,2,3
tt0367594,15,52
tt0367631,1,2
tt0367652,3,10
tt0367882,10,42
tt0367959,0,0
tt0368008,1,12
tt0368222,1,3
tt0368226,0,0
tt0368447,4,24
tt0368578,1,8
tt0368667,0,0
tt0368709,2,4
tt0368794,28,49
tt0368891,1,9
tt0368909,2,5
tt0368933,1,2
tt0368975,1,3
tt0369060,6,25
tt0369226,4,3
tt0369339,22,73
tt0369436,1,1
tt0369441,1,7
tt0369610,15,58
tt0369672,0,0
tt0369702,69,38
tt0369735,1,10
tt0370032,1,2
tt0370263,2,4
tt0370986,5,9
tt0371246,5,15
tt0371257,0,0
tt0371552,0,0
tt0371606,4,15
tt0371724,1,10
tt0371735,2,9
tt0371746,21,73
tt0372183,5,22
tt0372237,0,0
tt0372532,0,0
tt0372588,1,11
tt0372784,13,79
tt0372824,12,24
tt0372873,2,3
tt0373051,3,4
tt0373074,25,47
tt0373283,16,2
tt0373450,2,10
tt0373469,5,16
tt0373856,5,27
tt0373883,3,2
tt0373889,16,47
tt0373926,3,2
tt0373981,19,5
tt0374102,2,6
tt0374271,5,24
tt0374339,3,11
tt0374536,2,13
tt0374546,15,8
tt0374563,1,4
tt0374569,2,7
tt0374887,25,29
tt0374900,10,23
tt0375063,122,91
tt0375154,0,0
tt0375173,7,8
tt0375210,1,2
tt0375568,0,0
tt0375611,56,4
tt0375679,66,112
tt0375912,2,9
tt0375920,2,8
tt0376105,0,0
tt0376108,0,0
tt0376127,0,0
tt0376136,2,4
tt0376479,1,3
tt0376541,22,50
tt0376968,33,19
tt0376994,7,40
tt0377062,0,0
tt0377084,0,0
tt0377091,4,6
tt0377092,7,25
tt0377107,4,6
tt0377109,2,11
tt0377471,1,13
tt0377713,3,2
tt0377752,8,8
tt0377818,5,14
tt0377981,1,12
tt0378072,15,26
tt0378109,1,2
tt0378194,23,84
tt0378284,12,6
tt0378793,2,2
tt0378897,11,1
tt0378947,0,0
tt0379217,2,9
tt0379306,0,0
tt0379725,59,89
tt0379786,9,10
tt0379865,1,3
tt0379889,2,7
tt0379976,1,2
tt0380066,0,0
tt0380389,1,6
tt0380510,10,46
tt0380599,2,4
tt0380623,2,3
tt0381061,27,44
tt0381348,1,1
tt0381681,9,32
tt0381707,3,13
tt0381849,3,32
tt0381940,0,0
tt0381966,0,0
tt0381971,0,0
tt0382077,1,5
tt0382189,9,20
tt0382330,2,12
tt0382625,8,21
tt0382628,0,0
tt0382932,67,42
tt0382992,0,0
tt0383010,0,0
tt0383028,8,29
tt0383060,4,8
tt0383216,1,8
tt0383222,4,11
tt0383574,45,54
tt0383694,41,45
tt0384116,1,4
tt0384286,0,0
tt0384369,8,6
tt0384537,0,0
tt0384642,0,0
tt0384680,0,0
tt0384793,0,0
tt0384806,2,4
tt0384819,5,1
tt0385002,0,0
tt0385004,26,74
tt0385267,2,8
tt0385307,2,5
tt0385700,0,0
tt0385705,1,1
tt0385726,0,0
tt0385752,7,32
tt0385880,4,23
tt0385887,2,15
tt0386005,7,22
tt0386064,13,13
tt0386117,7,54
tt0386140,2,3
tt0386342,13,21
tt0386588,4,24
tt0386741,2,1
tt0387131,35,69
tt0387514,0,0
tt0387564,8,10
tt0387575,1,6
tt0387808,0,0
tt0387877,4,16
tt0387898,29,37
tt0388125,1,7
tt0388139,11,9
tt0388182,0,0
tt0388419,3,4
tt0388473,8,1
tt0388482,0,0
tt0388500,0,0
tt0388795,141,132
tt0388980,0,0
tt0389328,0,0
tt0389557,13,23
tt0389722,0,0
tt0389790,1,15
tt0389860,3,12
tt0389957,0,0
tt0390022,2,5
tt0390221,41,35
tt0390384,3,7
tt0390808,2,10
tt0391198,2,10
tt0391304,1,3
tt0392878,0,0
tt0393109,11,23
tt0393162,3,15
tt0393735,2,5
tt0395119,5,22
tt0395125,4,13
tt0395169,16,49
tt0395251,1,17
tt0395495,0,0
tt0395584,10,8
tt0395699,1,10
tt0395972,5,20
tt0396171,15,20
tt0396184,3,15
tt0396269,11,11
tt0396555,1,10
tt0396592,0,0
tt0396652,0,0
tt0396752,3,4
tt0397044,0,0
tt0397065,5,11
tt0397078,0,0
tt0397101,0,0
tt0397313,2,2
tt0397535,32,47
tt0397619,2,2
tt0397892,1,32
tt0398017,0,0
tt0398027,1,1
tt0398165,3,17
tt0398286,10,41
tt0398375,0,0
tt0398712,1,2
tt0398808,6,5
tt0398883,20,21
tt0398913,0,0
tt0399095,5,2
tt0399146,37,84
tt0399201,1,6
tt0399295,2,3
tt0399327,1,1
tt0399854,0,0
tt0400234,1,4
tt0400426,0,0
tt0400497,2,6
tt0400525,0,0
tt0400717,1,10
tt0401085,38,8
tt0401233,0,0
tt0401383,68,107
tt0401445,1,2
tt0401711,3,2
tt0401729,2,8
tt0401792,38,54
tt0401855,2,6
tt0401997,1,3
tt0402022,0,0
tt0402057,1,6
tt0402158,0,0
tt0402399,6,34
tt0402850,0,0
tt0402894,5,3
tt0402901,0,0
tt0402910,0,0
tt0403217,3,5
tt0403358,2,10
tt0403508,1,14
tt0403702,1,1
tt0404030,7,6
tt0404032,4,9
tt0404203,20,61
tt0404254,0,0
tt0404390,0,0
tt0404802,0,0
tt0404978,0,0
tt0405094,80,38
tt0405159,67,86
tt0405296,4,21
tt0405325,0,0
tt0405336,1,3
tt0405422,10,19
tt0405469,0,0
tt0405508,39,30
tt0405676,2,4
tt0405743,2,5
tt0405821,0,0
tt0406375,2,3
tt0406650,0,0
tt0406759,2,4
tt0406816,1,4
tt0407265,32,26
tt0407304,16,49
tt0407621,4,3
tt0407887,97,141
tt0408236,34,77
tt0408306,14,75
tt0408345,0,0
tt0408524,1,4
tt0408664,13,10
tt0408777,11,6
tt0408790,2,6
tt0408839,0,0
tt0408985,0,0
tt0409011,0,0
tt0409182,0,0
tt0409184,1,4
tt0409345,3,5
tt0409459,11,24
tt0409847,1,17
tt0409904,8,10
tt0410097,25,47
tt0410297,2,2
tt0410377,2,3
tt0410730,9,5
tt0410764,1,12
tt0411061,0,0
tt0411195,6,17
tt0411267,0,0
tt0411270,21,14
tt0411272,7,16
tt0411475,0,0
tt0411477,5,35
tt0411705,1,2
tt0411951,0,0
tt0412019,5,14
tt0412080,11,6
tt0412536,0,0
tt0412798,0,0
tt0412922,0,0
tt0413015,7,33
tt0413099,2,11
tt0413267,5,17
tt0413300,4,44
tt0413895,10,11
tt0414055,7,33
tt0414387,13,59
tt0414852,1,1
tt0414853,0,0
tt0414951,0,0
tt0414982,0,0
tt0414993,9,39
tt0415306,8,9
tt0415965,0,0
tt0415978,22,15
tt0416044,15,12
tt0416185,0,0
tt0416212,11,17
tt0416236,2,8
tt0416315,3,26
tt0416320,12,32
tt0416449,19,55
tt0416496,0,0
tt0416508,3,6
tt0416960,0,0
tt0417001,0,0
tt0417056,0,0
tt0417148,4,8
tt0417217,0,0
tt0417397,13,22
tt0417433,0,0
tt0417658,4,4
tt0417741,9,39
tt0417791,5,8
tt0418279,25,50
tt0418362,7,30
tt0418455,20,13
tt0418647,1,5
tt0418689,15,28
tt0418763,6,12
tt0418773,21,28
tt0418819,2,17
tt0418832,1,2
tt0419058,1,2
tt0419198,5,10
tt0419294,,
tt0419677,4,13
tt0419706,0,0
tt0419749,1,2
tt0419843,0,0
tt0419887,6,25
tt0419946,0,0
tt0419984,0,0
tt0420087,5,21
tt0420206,4,4
tt0420223,3,15
tt0420238,1,8
tt0420251,5,14
tt0420293,4,3
tt0420294,0,0
tt0420332,27,29
tt0420509,11,7
tt0420609,3,2
tt0420901,1,3
tt0421051,0,0
tt0421054,0,0
tt0421073,0,0
tt0421082,31,35
tt0421206,0,0
tt0421238,13,30
tt0421239,2,9
tt0421715,83,160
tt0421729,1,5
tt0421994,0,0
tt0422091,13,23
tt0422093,13,13
tt0422272,7,6
tt0422295,0,0
tt0422401,6,1
tt0422720,19,23
tt0422774,0,0
tt0423169,10,11
tt0423294,2,18
tt0423409,2,14
tt0423866,17,11
tt0423977,0,0
tt0424095,7,15
tt0424136,10,13
tt0424205,6,12
tt0424227,23,7
tt0424345,3,3
tt0424774,1,10
tt0424823,0,0
tt0424880,6,17
tt0424908,2,5
tt0424993,0,0
tt0425061,3,6
tt0425112,2,9
tt0425123,1,1
tt0425210,5,4
tt0425326,0,0
tt0425333,0,0
tt0425379,0,0
tt0425413,0,0
tt0425430,1,2
tt0425601,0,0
tt0425637,14,44
tt0426459,0,0
tt0426578,22,13
tt0426592,0,0
tt0426883,3,7
tt0426931,4,11
tt0427152,0,0
tt0427229,0,0
tt0427309,10,10
tt0427327,21,44
tt0427392,1,2
tt0427470,1,11
tt0427582,10,12
tt0427944,12,32
tt0427954,0,0
tt0427969,3,8
tt0428870,0,0
tt0429493,2,4
tt0429573,0,0
tt0429589,1,4
tt0429591,1,5
tt0429715,0,0
tt0430105,5,9
tt0430304,6,15
tt0430308,6,3
tt0430357,1,9
tt0430576,25,15
tt0430634,0,0
tt0430770,4,4
tt0430912,8,6
tt0430922,1,4
tt0431021,0,0
tt0431197,0,0
tt0431308,2,4
tt0432021,2,2
tt0432047,2,9
tt0432283,32,63
tt0432291,0,0
tt0432348,4,11
tt0432402,0,0
tt0432637,16,13
tt0433035,2,6
tt0433362,3,6
tt0433383,38,129
tt0433386,0,0
tt0433387,0,0
tt0433400,0,0
tt0433412,1,4
tt0433416,5,6
tt0433442,0,0
tt0434124,1,7
tt0434139,1,4
tt0434409,7,29
tt0435623,3,4
tt0435625,8,22
tt0435651,3,6
tt0435670,0,0
tt0435679,0,0
tt0435680,2,1
tt0435705,2,3
tt0435761,61,96
tt0436331,2,2
tt0436339,1,1
tt0436697,96,97
tt0437086,10,24
tt0437179,0,0
tt0437405,0,0
tt0437777,4,10
tt0437800,11,15
tt0437857,5,3
tt0437863,0,0
tt0438097,8,16
tt0438315,0,0
tt0438488,2,14
tt0438859,7,6
tt0439289,3,7
tt0439662,10,3
tt0439815,2,5
tt0440803,1,1
tt0440963,29,42
tt0441048,7,14
tt0441773,14,39
tt0441774,0,0
tt0441796,0,0
tt0441909,61,95
tt0442933,3,19
tt0443272,107,252
tt0443274,2,2
tt0443295,2,4
tt0443453,20,34
tt0443456,0,0
tt0443465,0,0
tt0443473,0,0
tt0443489,67,92
tt0443496,3,2
tt0443536,0,0
tt0443543,11,12
tt0443559,0,0
tt0443632,0,0
tt0443649,0,0
tt0443680,26,70
tt0443701,0,0
tt0443706,4,72
tt0444182,9,16
tt0444653,1,5
tt0444682,0,0
tt0445336,10,7
tt0445620,13,17
tt0445922,2,18
tt0445934,3,10
tt0445935,0,0
tt0445946,0,0
tt0445990,0,0
tt0446013,0,0
tt0446029,17,64
tt0446046,1,6
tt0446059,6,13
tt0446687,4,5
tt0446755,11,13
tt0448011,1,6
tt0448075,0,0
tt0448115,0,0
tt0448124,3,7
tt0448134,1,22
tt0448157,4,14
tt0448694,9,43
tt0449010,1,6
tt0449059,72,112
tt0449061,1,1
tt0449086,0,0
tt0449088,22,51
tt0449089,1,2
tt0449467,43,136
tt0449487,0,0
tt0449951,9,7
tt0449994,35,23
tt0449999,10,23
tt0450188,49,61
tt0450232,0,0
tt0450259,8,32
tt0450278,6,14
