,win,nomination
tt0101507,12,23
tt0101516,12,41
tt0101540,5,21
tt0101545,0,0
tt0101587,8,7
tt0101605,11,13
tt0101627,0,0
tt0101635,0,0
tt0101640,25,16
tt0101669,1,5
tt0101698,0,0
tt0101700,15,16
tt0101745,0,0
tt0101757,0,0
tt0101761,0,0
tt0101764,0,0
tt0101765,11,13
tt0101775,0,0
tt0101786,1,1
tt0101787,0,0
tt0101821,0,0
tt0101829,18,9
tt0101862,1,4
tt0101889,14,39
tt0101912,4,2
tt0101917,1,4
tt0101921,6,14
tt0101969,3,7
tt0102004,0,0
tt0102005,0,0
tt0102034,0,0
tt0102057,7,22
tt0102059,0,0
tt0102070,3,5
tt0102138,19,43
tt0102175,6,9
tt0102216,0,0
tt0102250,0,0
tt0102266,0,0
tt0102293,0,0
tt0102316,2,1
tt0102343,0,0
tt0102388,0,0
tt0102426,9,17
tt0102492,2,5
tt0102494,12,10
tt0102510,2,1
tt0102511,13,18
tt0102517,0,0
tt0102526,1,5
tt0102536,1,2
tt0102555,2,1
tt0102558,2,6
tt0102587,1,8
tt0102603,0,0
tt0102614,0,0
tt0102685,1,2
tt0102713,3,18
tt0102719,0,0
tt0102744,2,1
tt0102768,1,2
tt0102782,0,0
tt0102789,0,0
tt0102798,16,24
tt0102803,1,6
tt0102915,0,0
tt0102926,69,51
tt0102943,1,3
tt0102945,2,4
tt0102951,0,0
tt0102975,2,9
tt0103030,11,9
tt0103060,2,1
tt0103064,36,33
tt0103074,25,50
tt0103112,0,0
tt0103241,2,2
tt0103247,0,0
tt0103285,5,4
tt0103594,0,0
tt0103596,0,0
tt0103639,33,22
tt0103644,5,25
tt0103759,2,5
tt0103772,5,23
tt0103776,2,29
tt0103786,1,4
tt0103793,2,2
tt0103850,4,3
tt0103855,10,21
tt0103859,1,5
tt0103873,14,7
tt0103874,24,25
tt0103893,0,0
tt0103905,6,5
tt0103919,5,10
tt0103923,0,0
tt0103924,0,0
tt0103939,3,19
tt0103956,1,3
tt0103994,26,13
tt0104009,0,0
tt0104029,23,13
tt0104036,22,46
tt0104040,0,0
tt0104070,5,16
tt0104114,0,0
tt0104181,0,0
tt0104187,1,1
tt0104231,0,0
tt0104237,6,5
tt0104254,3,1
tt0104257,10,30
tt0104265,1,4
tt0104291,0,0
tt0104299,0,0
tt0104348,8,14
tt0104389,6,6
tt0104409,1,10
tt0104412,0,0
tt0104427,2,6
tt0104431,3,3
tt0104437,0,0
tt0104438,0,0
tt0104452,0,0
tt0104454,32,49
tt0104466,12,17
tt0104545,6,12
tt0104549,0,0
tt0104558,2,4
tt0104561,2,5
tt0104573,0,0
tt0104652,0,0
tt0104684,3,4
tt0104691,7,17
tt0104692,0,0
tt0104694,6,13
tt0104695,0,0
tt0104714,3,4
tt0104756,0,0
tt0104779,1,2
tt0104797,19,24
tt0104815,7,4
tt0104839,0,0
tt0104850,0,0
tt0104868,0,0
tt0104940,2,1
tt0104952,5,6
tt0104990,1,6
tt0105017,0,0
tt0105046,0,0
tt0105104,0,0
tt0105112,1,3
tt0105121,2,8
tt0105128,0,0
tt0105130,4,3
tt0105151,24,33
tt0105156,0,0
tt0105211,1,2
tt0105217,0,0
tt0105226,0,0
tt0105236,12,23
tt0105265,4,11
tt0105271,11,3
tt0105275,8,7
tt0105323,6,14
tt0105327,0,0
tt0105378,1,2
tt0105399,0,0
tt0105414,1,1
tt0105415,1,3
tt0105417,9,10
tt0105428,0,0
tt0105435,0,0
tt0105459,0,0
tt0105466,0,0
tt0105477,3,1
tt0105488,19,18
tt0105585,0,0
tt0105629,0,0
tt0105643,0,0
tt0105665,4,7
tt0105690,3,3
tt0105695,50,47
tt0105698,0,0
tt0105699,0,0
tt0105793,4,5
tt0105812,0,0
tt0106220,3,16
tt0106226,15,33
tt0106246,1,2
tt0106292,0,0
tt0106307,4,2
tt0106308,12,7
tt0106332,25,12
tt0106333,4,6
tt0106341,9,3
tt0106364,0,0
tt0106375,0,0
tt0106387,0,0
tt0106400,1,1
tt0106452,0,0
tt0106453,1,8
tt0106469,0,0
tt0106471,1,2
tt0106489,1,3
tt0106519,2,9
tt0106582,1,12
tt0106598,0,0
tt0106611,2,2
tt0106627,2,3
tt0106664,4,11
tt0106673,2,6
tt0106677,1,4
tt0106697,1,7
tt0106701,3,3
tt0106761,0,0
tt0106770,1,3
tt0106856,1,2
tt0106881,6,9
tt0106912,0,0
tt0106918,3,7
tt0106941,0,0
tt0106950,0,0
tt0106965,7,2
tt0106977,13,37
tt0107007,1,1
tt0107034,1,2
tt0107048,7,17
tt0107050,1,1
tt0107076,1,5
tt0107091,1,10
tt0107096,1,2
tt0107120,2,11
tt0107131,0,0
tt0107144,0,0
tt0107151,0,0
tt0107156,12,11
tt0107206,2,17
tt0107207,7,41
tt0107211,7,8
tt0107254,0,0
tt0107282,4,5
tt0107286,0,0
tt0107290,44,27
tt0107302,4,4
tt0107315,5,9
tt0107362,1,16
tt0107387,1,1
tt0107426,2,3
tt0107438,1,4
tt0107473,0,0
tt0107478,1,1
tt0107497,0,0
tt0107501,0,0
tt0107507,0,0
tt0107554,2,4
tt0107614,11,10
tt0107616,5,11
tt0107630,0,0
tt0107653,8,7
tt0107659,0,0
tt0107665,1,6
tt0107688,7,17
tt0107692,0,0
tt0107711,0,0
tt0107756,15,11
tt0107798,1,2
tt0107808,1,1
tt0107818,20,23
tt0107822,64,56
tt0107840,4,5
tt0107843,0,0
tt0107943,17,41
tt0107953,3,1
tt0107969,1,1
tt0107977,0,0
tt0107978,0,0
tt0107983,0,0
tt0107985,1,1
tt0108002,2,1
tt0108037,0,0
tt0108052,91,49
tt0108065,6,11
tt0108071,3,6
tt0108101,7,14
tt0108122,17,19
tt0108147,1,3
tt0108148,0,0
tt0108149,0,0
tt0108160,4,19
tt0108162,4,9
tt0108171,0,0
tt0108174,0,0
tt0108185,0,0
tt0108186,0,0
tt0108188,4,1
tt0108211,3,1
tt0108238,0,0
tt0108255,0,0
tt0108265,1,1
tt0108308,0,0
tt0108330,2,2
tt0108333,2,3
tt0108358,0,0
tt0108394,21,18
tt0108399,1,10
tt0108451,2,1
tt0108473,0,0
tt0108500,1,8
tt0108525,0,0
tt0108526,0,0
tt0108539,1,1
tt0108550,8,7
tt0108551,3,15
tt0109035,0,0
tt0109040,5,5
tt0109045,13,19
tt0109068,0,0
tt0109117,0,0
tt0109127,1,4
tt0109190,0,0
tt0109198,0,0
tt0109254,0,0
tt0109287,0,0
tt0109303,0,0
tt0109305,0,0
tt0109327,0,0
tt0109348,22,30
tt0109370,0,0
tt0109402,0,0
tt0109424,10,23
tt0109439,0,0
tt0109444,3,11
tt0109445,6,10
tt0109446,3,4
tt0109456,2,11
tt0109484,0,0
tt0109506,5,7
tt0109520,0,0
tt0109555,3,6
tt0109579,0,0
tt0109592,9,11
tt0109635,2,2
tt0109642,1,8
tt0109676,0,0
tt0109686,5,3
tt0109688,9,16
tt0109707,27,34
tt0109759,16,12
tt0109813,6,10
tt0109830,50,75
tt0109831,24,28
tt0109836,0,0
tt0109842,5,5
tt0109890,0,0
tt0109936,0,0
tt0109951,0,0
tt0110005,17,15
tt0110006,0,0
tt0110008,3,1
tt0110027,0,0
tt0110074,3,4
tt0110076,10,9
tt0110081,7,8
tt0110093,0,0
tt0110099,0,0
tt0110116,0,0
tt0110123,0,0
tt0110148,24,36
tt0110167,0,0
tt0110200,0,0
tt0110213,0,0
tt0110216,0,0
tt0110222,0,0
tt0110265,2,1
tt0110308,9,10
tt0110322,3,12
tt0110357,39,35
tt0110364,0,0
tt0110366,0,0
tt0110367,7,20
tt0110413,6,15
tt0110428,16,20
tt0110442,1,1
tt0110443,0,0
tt0110475,6,21
tt0110478,1,2
tt0110516,0,0
tt0110527,0,0
tt0110538,0,0
tt0110598,9,12
tt0110612,0,0
tt0110613,1,2
tt0110622,0,0
tt0110631,10,2
tt0110632,5,11
tt0110638,5,7
tt0110647,0,0
tt0110657,0,0
tt0110678,0,0
tt0110684,5,10
tt0110687,4,9
tt0110725,1,6
tt0110729,22,7
tt0110737,0,0
tt0110759,0,0
tt0110763,0,0
tt0110771,0,0
tt0110857,0,0
tt0110877,32,20
tt0110882,30,5
tt0110907,3,3
tt0110912,70,75
tt0110932,6,36
tt0110950,0,0
tt0110955,1,1
tt0110963,10,17
tt0110971,0,0
tt0110978,0,0
tt0110989,0,0
tt0110997,0,0
tt0111001,0,0
tt0111070,2,8
tt0111127,0,0
tt0111143,0,0
tt0111149,14,1
tt0111161,21,43
tt0111255,4,7
tt0111257,20,20
tt0111280,2,4
tt0111282,6,6
tt0111301,0,0
tt0111323,0,0
tt0111333,1,8
tt0111400,0,0
tt0111418,0,0
tt0111419,0,0
tt0111438,1,4
tt0111477,0,0
tt0111495,19,29
tt0111503,8,23
tt0111507,2,7
tt0111512,3,1
tt0111579,5,10
tt0111667,1,3
tt0111686,3,7
tt0111693,0,0
tt0111732,0,0
tt0111742,2,10
tt0111756,3,7
tt0111797,7,16
tt0112281,7,6
tt0112346,1,10
tt0112384,28,59
tt0112401,1,1
tt0112431,20,26
tt0112442,0,0
tt0112453,0,0
tt0112461,0,0
tt0112462,10,26
tt0112471,1,7
tt0112508,0,0
tt0112553,12,1
tt0112571,1,2
tt0112572,0,0
tt0112573,33,34
tt0112579,7,18
tt0112625,0,0
tt0112641,4,11
tt0112642,4,5
tt0112682,5,14
tt0112688,0,0
tt0112697,6,11
tt0112715,2,11
tt0112722,2,1
tt0112740,5,9
tt0112744,0,0
tt0112750,1,1
tt0112760,0,0
tt0112792,6,8
tt0112817,5,14
tt0112818,23,23
tt0112819,0,0
tt0112851,1,5
tt0112857,3,13
tt0112864,2,3
tt0112870,15,3
tt0112883,4,5
tt0112887,0,0
tt0112896,0,0
tt0112913,8,15
tt0112922,16,14
tt0112950,0,0
tt0112966,1,1
tt0113010,0,0
tt0113041,1,2
tt0113071,0,0
tt0113083,5,13
tt0113097,0,0
tt0113101,1,1
tt0113114,2,2
tt0113117,0,0
tt0113118,1,5
tt0113161,6,16
tt0113189,2,8
tt0113198,0,0
tt0113228,2,2
tt0113243,0,0
tt0113247,8,15
tt0113253,3,1
tt0113277,0,0
tt0113305,1,1
tt0113321,0,0
tt0113326,2,11
tt0113347,0,0
tt0113409,1,4
tt0113419,1,6
tt0113442,1,3
tt0113451,0,0
tt0113481,2,3
tt0113492,2,5
tt0113497,4,11
tt0113501,0,0
tt0113526,3,7
tt0113537,0,0
tt0113540,1,5
tt0113552,0,0
tt0113568,5,7
tt0113613,1,1
tt0113627,32,29
tt0113670,3,9
tt0113677,7,8
tt0113690,2,1
tt0113749,0,0
tt0113799,0,0
tt0113819,12,13
tt0113820,0,0
tt0113824,0,0
tt0113845,0,0
tt0113855,1,3
tt0113862,5,5
tt0113870,2,2
tt0113957,0,0
tt0113972,0,0
tt0113986,1,2
tt0113987,11,18
tt0114011,0,0
tt0114069,5,5
tt0114134,5,3
tt0114148,15,7
tt0114168,0,0
tt0114194,2,4
tt0114214,0,0
tt0114279,7,12
tt0114287,2,5
tt0114319,2,6
tt0114323,4,12
tt0114345,1,10
tt0114367,0,0
tt0114369,29,43
tt0114388,33,49
tt0114436,10,10
tt0114478,12,9
tt0114496,1,3
tt0114508,3,8
tt0114558,2,4
tt0114576,0,0
tt0114594,4,4
tt0114608,2,2
tt0114614,0,0
tt0114660,0,0
tt0114671,8,5
tt0114681,7,13
tt0114682,0,0
tt0114694,1,2
tt0114702,0,0
tt0114709,27,23
tt0114746,10,25
tt0114781,0,0
tt0114787,8,11
tt0114814,37,17
tt0114825,0,0
tt0114852,0,0
tt0114857,0,0
tt0114887,1,6
tt0114898,6,9
tt0114906,4,17
tt0114924,4,5
tt0115433,3,10
tt0115438,0,0
tt0115561,2,3
tt0115571,1,1
tt0115624,1,7
tt0115632,2,3
tt0115639,1,3
tt0115640,4,3
tt0115641,1,4
tt0115678,9,17
tt0115683,3,1
tt0115685,7,25
tt0115693,0,0
tt0115697,0,0
tt0115734,2,1
tt0115736,8,13
tt0115744,10,7
tt0115751,44,28
tt0115759,0,0
tt0115783,0,0
tt0115798,3,2
tt0115819,0,0
tt0115857,0,0
tt0115862,0,0
tt0115907,0,0
tt0115956,9,7
tt0115963,1,7
tt0115964,9,6
tt0115986,2,3
tt0115988,4,29
tt0116000,0,0
tt0116040,1,4
tt0116095,2,1
tt0116126,0,0
tt0116130,0,0
tt0116136,3,10
tt0116151,0,0
tt0116191,3,7
tt0116209,62,77
tt0116213,3,2
tt0116225,0,0
tt0116231,0,0
tt0116242,11,12
tt0116250,19,43
tt0116253,2,2
tt0116259,0,0
tt0116260,0,0
tt0116277,1,3
tt0116282,83,58
tt0116287,1,2
tt0116289,0,0
tt0116311,0,0
tt0116313,3,8
tt0116322,0,0
tt0116324,1,10
tt0116329,5,7
tt0116361,6,4
tt0116365,3,16
tt0116367,7,13
tt0116409,1,5
tt0116421,0,0
tt0116477,9,25
tt0116483,1,4
tt0116514,1,2
tt0116531,0,0
tt0116552,0,0
tt0116583,8,26
tt0116629,35,35
tt0116630,0,0
tt0116654,2,10
tt0116669,0,0
tt0116683,4,13
tt0116695,26,41
tt0116704,2,9
tt0116705,2,4
tt0116707,0,0
tt0116731,1,2
tt0116756,0,0
tt0116778,0,0
tt0116790,21,14
tt0116830,0,0
tt0116860,6,2
tt0116905,15,19
tt0116908,0,0
tt0116922,4,6
tt0116996,3,19
tt0116999,4,13
tt0117002,0,0
tt0117008,3,7
tt0117011,0,0
tt0117038,0,0
tt0117039,4,17
tt0117057,4,11
tt0117060,3,17
tt0117107,1,1
tt0117108,0,0
tt0117110,0,0
tt0117119,0,0
tt0117128,0,0
tt0117218,10,12
tt0117247,4,6
tt0117318,22,35
tt0117331,0,0
tt0117333,7,8
tt0117364,5,15
tt0117372,4,7
tt0117381,10,12
tt0117407,0,0
tt0117420,0,0
tt0117438,3,5
tt0117496,0,0
tt0117500,9,9
tt0117509,15,29
tt0117571,11,11
tt0117589,36,47
tt0117603,5,6
tt0117608,0,0
tt0117615,55,7
tt0117628,0,0
tt0117631,46,52
tt0117665,1,5
tt0117666,14,15
tt0117705,5,7
tt0117723,0,0
tt0117731,8,21
tt0117737,3,11
tt0117765,8,4
tt0117774,0,0
tt0117786,1,2
tt0117802,3,3
tt0117826,0,0
tt0117883,15,6
tt0117887,3,8
tt0117894,0,0
tt0117913,7,12
tt0117918,0,0
tt0117951,23,35
tt0117958,0,0
tt0117979,0,0
tt0117998,11,17
tt0118055,3,3
tt0118111,2,3
tt0118158,0,0
tt0118301,0,0
tt0118531,1,1
tt0118539,0,0
tt0118548,0,0
tt0118556,0,0
tt0118564,8,19
tt0118570,4,3
tt0118571,7,13
tt0118583,7,21
tt0118589,3,10
tt0118604,3,1
tt0118607,11,43
tt0118615,6,11
tt0118617,10,23
tt0118632,13,8
tt0118636,6,10
tt0118655,3,8
tt0118661,4,17
tt0118665,2,3
tt0118688,10,22
tt0118689,2,1
tt0118694,46,51
tt0118708,0,0
tt0118715,5,18
tt0118747,0,0
tt0118749,36,64
tt0118751,15,7
tt0118755,1,4
tt0118760,3,6
tt0118767,8,5
tt0118771,1,2
tt0118789,6,11
tt0118798,1,20
tt0118799,72,52
tt0118819,11,14
tt0118826,2,11
tt0118842,5,16
tt0118843,5,5
tt0118845,7,20
tt0118849,13,5
tt0118863,0,0
tt0118880,7,11
tt0118883,4,1
tt0118884,14,31
tt0118887,1,1
tt0118892,0,0
tt0118928,4,1
tt0118929,12,19
tt0118954,4,6
tt0118956,0,0
tt0118966,0,0
tt0118971,2,7
tt0118972,0,0
tt0118983,15,4
tt0118996,0,0
tt0118998,4,10
tt0119008,2,16
tt0119013,0,0
tt0119038,5,4
tt0119051,0,0
tt0119053,0,0
tt0119081,1,2
tt0119086,2,3
tt0119094,11,22
tt0119099,0,0
tt0119109,0,0
tt0119114,0,0
tt0119115,0,0
tt0119116,10,39
tt0119123,1,5
tt0119137,3,2
tt0119141,0,0
tt0119164,37,35
tt0119167,5,9
tt0119173,2,3
tt0119174,0,0
tt0119177,6,16
tt0119190,1,3
tt0119196,0,0
tt0119210,0,0
tt0119215,0,0
tt0119217,24,61
tt0119223,1,3
tt0119225,2,1
tt0119229,2,8
tt0119237,4,2
tt0119250,23,23
tt0119256,2,8
tt0119280,12,26
tt0119282,9,16
tt0119303,0,0
tt0119311,0,0
tt0119313,3,9
tt0119314,4,19
tt0119345,3,7
tt0119349,6,33
tt0119360,7,18
tt0119361,14,12
tt0119375,0,0
tt0119381,0,0
tt0119395,1,4
tt0119396,8,24
tt0119432,0,0
tt0119448,18,7
tt0119468,0,0
tt0119472,8,3
tt0119485,7,13
tt0119488,91,85
tt0119528,4,6
tt0119535,1,3
tt0119558,2,4
tt0119567,4,28
tt0119592,0,0
tt0119594,0,0
tt0119643,3,6
tt0119654,22,39
tt0119664,0,0
tt0119668,1,4
tt0119670,3,4
tt0119675,3,8
tt0119683,0,0
tt0119695,0,0
tt0119698,13,6
tt0119707,0,0
tt0119715,2,2
tt0119718,0,0
tt0119731,0,0
tt0119738,12,24
tt0119791,0,0
tt0119807,0,0
tt0119822,38,54
tt0119861,6,7
tt0119874,0,0
tt0119891,0,0
tt0119896,0,0
tt0119925,7,7
tt0119942,10,31
tt0119951,2,3
tt0119978,2,10
tt0119994,0,0
tt0120004,0,0
tt0120008,0,0
tt0120032,0,0
tt0120053,1,2
tt0120070,0,0
tt0120082,8,13
tt0120094,8,6
tt0120102,3,8
tt0120125,1,4
tt0120148,6,4
tt0120152,0,0
tt0120157,0,0
tt0120176,0,0
tt0120177,2,6
tt0120179,1,9
tt0120184,0,0
tt0120185,3,11
tt0120188,8,19
tt0120201,3,16
tt0120202,7,8
tt0120207,0,0
tt0120241,0,0
tt0120255,33,56
tt0120263,9,5
tt0120265,3,5
tt0120324,16,24
tt0120338,125,83
tt0120347,6,10
tt0120363,21,27
tt0120382,40,69
tt0120390,0,0
tt0120399,1,2
tt0120434,0,0
tt0120458,0,0
tt0120461,1,1
tt0120483,0,0
tt0120484,6,6
tt0120514,4,8
tt0120520,16,32
tt0120524,0,0
tt0120533,0,0
tt0120540,2,4
tt0120577,0,0
tt0120586,4,15
tt0120587,6,14
tt0120591,15,40
tt0120595,1,17
tt0120596,1,2
tt0120601,48,79
tt0120604,0,0
tt0120609,0,0
tt0120611,5,11
tt0120616,5,24
tt0120620,0,0
tt0120623,14,21
tt0120630,23,26
tt0120631,6,15
tt0120632,10,14
tt0120633,5,10
tt0120646,3,2
tt0120647,5,14
tt0120654,0,0
tt0120655,0,0
tt0120657,2,2
tt0120660,5,16
tt0120662,0,0
tt0120663,12,30
tt0120667,4,12
tt0120669,1,3
tt0120679,17,47
tt0120681,0,0
tt0120684,38,33
tt0120685,10,13
tt0120686,8,7
tt0120689,15,37
tt0120693,0,0
tt0120694,2,12
tt0120696,0,0
tt0120701,0,0
tt0120710,0,0
tt0120716,2,3
tt0120724,0,0
tt0120728,1,1
tt0120731,22,10
tt0120735,13,9
tt0120737,120,126
tt0120738,3,17
tt0120741,0,0
tt0120744,3,4
tt0120746,9,18
tt0120749,0,0
tt0120751,1,4
tt0120753,2,5
tt0120755,12,20
tt0120762,17,21
tt0120764,0,0
tt0120768,2,6
tt0120769,0,0
tt0120770,0,0
tt0120772,1,1
tt0120776,0,0
tt0120777,14,24
tt0120780,13,15
tt0120783,2,7
tt0120784,2,2
tt0120786,0,0
tt0120787,2,3
tt0120789,18,45
tt0120791,1,6
tt0120794,12,27
tt0120797,0,0
tt0120800,1,6
tt0120802,20,19
tt0120804,0,0
tt0120812,6,9
tt0120815,79,75
tt0120820,0,0
tt0120824,2,13
tt0120828,2,5
tt0120831,0,0
tt0120832,1,4
tt0120834,5,11
tt0120841,0,0
tt0120844,3,8
tt0120855,11,23
tt0120857,5,3
tt0120863,21,47
tt0120866,4,19
tt0120868,4,4
tt0120873,0,0
tt0120877,7,6
tt0120879,4,12
tt0120882,0,0
tt0120885,2,23
tt0120888,5,7
tt0120889,7,2
tt0120890,2,4
tt0120891,15,17
tt0120901,0,0
tt0120902,7,11
tt0120903,13,26
tt0120906,0,0
tt0120907,3,14
tt0120910,4,7
tt0120912,4,16
tt0120913,1,6
tt0120915,26,69
tt0120917,7,27
tt0121164,9,30
tt0121765,19,65
tt0121766,26,63
tt0122151,4,11
tt0122459,2,2
tt0122541,4,17
tt0122690,1,4
tt0122718,3,4
tt0122933,4,7
tt0123209,0,0
tt0123755,13,9
tt0123948,9,2
tt0123964,1,6
tt0124198,2,3
tt0124298,0,0
tt0124315,8,30
tt0124595,0,0
tt0124718,0,0
tt0124819,0,0
tt0124879,3,3
tt0124901,1,1
tt0125022,0,0
tt0125439,11,17
tt0125454,2,6
tt0125659,6,15
tt0125664,5,25
tt0126029,40,60
tt0126250,3,11
tt0126388,0,0
tt0126604,2,1
tt0126886,16,34
tt0126916,0,0
tt0127357,2,10
tt0127536,34,55
tt0127723,0,0
tt0128278,1,2
tt0128332,20,2
tt0128442,1,1
tt0128445,16,16
tt0128853,6,8
tt0129167,20,18
tt0129280,0,0
tt0129290,1,8
tt0129332,1,6
tt0129387,17,17
tt0130018,5,7
tt0130121,0,0
tt0130623,4,21
tt0130827,28,21
tt0131325,0,0
tt0131369,0,0
tt0131646,0,0
tt0131704,2,6
tt0131857,0,0
tt0132245,1,10
tt0132347,0,0
tt0132477,4,11
tt0132512,0,0
tt0132910,0,0
tt0133046,0,0
tt0133093,42,51
tt0133152,11,32
tt0133189,2,6
tt0133240,1,14
tt0133363,14,8
tt0133385,4,1
tt0133751,0,0
tt0133952,2,4
tt0134067,2,6
tt0134084,6,5
tt0134119,10,81
tt0134154,0,0
tt0134273,2,2
tt0134618,0,0
tt0134619,1,2
tt0134847,2,9
tt0134983,0,0
tt0137338,0,0
tt0137363,0,0
tt0137494,4,6
tt0137523,11,38
tt0138097,64,87
tt0138304,0,0
tt0138510,0,0
tt0138524,0,0
tt0138704,8,12
tt0138749,1,12
tt0138946,3,2
tt0139134,8,14
tt0139239,5,7
tt0139414,0,0
tt0139462,0,0
tt0139654,18,23
tt0139668,0,0
tt0139699,2,5
tt0139809,0,0
tt0140352,23,58
tt0140379,1,2
tt0140888,43,26
tt0141098,2,5
tt0141109,0,0
tt0141369,1,13
tt0141926,4,10
tt0142192,0,0
tt0142342,8,14
tt0142688,2,5
tt0143145,7,12
tt0144084,8,13
tt0144117,0,0
tt0144120,5,7
tt0144168,0,0
tt0144201,6,18
tt0144214,3,5
tt0144528,2,15
tt0144640,0,0
tt0144715,2,3
tt0144814,1,3
tt0144964,0,0
tt0145487,16,63
tt0145503,12,17
tt0145531,0,0
tt0145653,5,12
tt0145660,18,31
tt0145681,1,3
tt0145734,1,1
tt0145893,0,0
tt0146309,3,8
tt0146316,4,21
tt0146336,1,2
tt0146675,1,7
tt0146838,3,9
tt0146882,3,22
tt0146984,2,11
tt0147004,2,30
tt0147612,12,26
tt0147800,2,13
tt0149261,2,4
tt0149624,2,14
tt0149691,0,0
tt0150377,0,0
tt0150662,19,8
tt0150992,32,6
tt0151137,5,13
tt0151568,13,28
tt0151738,2,8
tt0151804,1,2
tt0152930,3,5
tt0154420,28,23
tt0154421,6,5
tt0154506,5,4
tt0155267,3,2
tt0155711,3,4
tt0155776,0,0
tt0155975,4,6
tt0156794,9,4
tt0156812,7,4
tt0156841,3,10
tt0156887,3,3
tt0156934,0,0
tt0157016,5,6
tt0157262,0,0
tt0157472,0,0
tt0157503,2,2
tt0157583,3,6
tt0158371,1,15
tt0158622,1,11
tt0158714,0,0
tt0158811,0,0
tt0158983,7,11
tt0159097,3,14
tt0159273,1,2
tt0159365,20,101
tt0159382,1,2
tt0160009,0,0
tt0160127,15,33
tt0160184,0,0
tt0160399,0,0
tt0160484,0,0
tt0160611,0,0
tt0160797,1,2
tt0160862,8,5
tt0160916,1,4
tt0161081,7,7
tt0161083,0,0
tt0161860,19,6
tt0162222,15,38
tt0162346,28,56
tt0162650,1,13
tt0162661,28,44
tt0162677,0,0
tt0162973,6,3
tt0162983,2,1
tt0163025,5,16
tt0163187,6,10
tt0163651,9,14
tt0163978,0,0
tt0163983,1,6
tt0163988,2,5
tt0164052,7,14
tt0164108,0,0
tt0164114,0,0
tt0164181,3,5
tt0164184,2,5
tt0164212,0,0
tt0164334,1,1
tt0164538,11,2
tt0164912,7,14
tt0164961,7,2
tt0165710,0,0
tt0165798,1,8
tt0165832,2,5
tt0165854,1,9
tt0165929,2,7
tt0165982,0,0
tt0166175,16,14
tt0166276,0,0
tt0166396,9,8
tt0166485,0,0
tt0166813,10,22
tt0166896,18,40
tt0166924,49,61
tt0166943,5,11
tt0167190,3,23
tt0167260,209,124
tt0167261,126,138
tt0167404,37,56
tt0167427,0,0
tt0167456,1,1
tt0168629,35,49
tt0168786,19,22
tt0169102,54,20
tt0169547,111,102
tt0169858,0,0
tt0169880,0,0
tt0170016,18,37
tt0170691,2,5
tt0171363,4,14
tt0171433,2,6
tt0171580,5,14
tt0171804,50,38
tt0172156,5,13
tt0172396,2,29
tt0172493,9,11
tt0172495,59,106
tt0172684,28,3
tt0173716,0,0
tt0173840,3,11
tt0174480,0,0
tt0174856,7,18
tt0175142,7,6
tt0175526,2,2
tt0175880,28,59
tt0176269,0,0
tt0176783,0,0
tt0177789,7,14
tt0177858,0,0
tt0177971,4,27
tt0178737,0,0
tt0178868,6,1
tt0179098,1,6
tt0179116,2,2
tt0179626,0,0
tt0180052,1,12
tt0180073,18,45
tt0180093,37,70
tt0180734,0,0
tt0180748,3,2
tt0181316,0,0
tt0181536,5,13
tt0181689,20,91
tt0181739,1,8
tt0181852,3,24
tt0181865,74,87
tt0181875,53,103
tt0181984,1,9
tt0182789,2,8
tt0183505,2,4
tt0183523,0,0
tt0183649,1,8
tt0183659,3,9
tt0183790,4,13
tt0183869,0,0
tt0184526,0,0
tt0184791,0,0
tt0184858,0,0
tt0184894,1,7
tt0184907,0,0
tt0185014,21,46
tt0185125,58,40
tt0185183,19,3
tt0185371,1,4
tt0185431,1,12
tt0185937,19,26
tt0186045,0,0
tt0186151,2,8
tt0186566,4,9
tt0186589,0,0
tt0186894,2,2
tt0186975,1,4
tt0187078,9,6
tt0187393,9,20
tt0187696,1,3
tt0187738,6,10
tt0188453,0,0
tt0188674,9,7
tt0189192,0,0
tt0189584,0,0
tt0189998,16,29
tt0190138,0,0
tt0190332,102,134
tt0190374,0,0
tt0190419,2,6
tt0190590,7,39
tt0190641,3,6
tt0190865,2,4
tt0191043,10,11
tt0191397,0,0
tt0191754,0,0
tt0192071,0,0
tt0192111,0,0
tt0192614,0,0
tt0192731,1,2
tt0193253,4,2
tt0195231,11,6
tt0195234,4,9
tt0195685,33,59
tt0195714,3,5
tt0195945,0,0
tt0196216,1,4
tt0196229,1,11
tt0196857,0,0
tt0198021,1,2
tt0198781,15,38
tt0199626,1,2
tt0199683,4,4
tt0199725,13,15
tt0199753,0,0
tt0200027,2,2
tt0200071,9,7
tt0200087,8,8
tt0200465,0,0
tt0200550,4,8
tt0200654,9,7
tt0201368,9,1
tt0202470,0,0
tt0202677,0,0
tt0203009,87,132
tt0203019,0,0
tt0203119,21,21
tt0203166,15,15
tt0203230,30,43
tt0203632,6,16
tt0203755,0,0
tt0204137,0,0
tt0204175,0,0
tt0204313,0,0
tt0204626,0,0
tt0204946,2,7
tt0205000,0,0
tt0205177,0,0
tt0205271,0,0
tt0205873,3,10
tt0206013,0,0
tt0206275,6,8
tt0206314,0,0
tt0206634,49,89
tt0206917,3,3
tt0207201,5,9
tt0208003,1,9
tt0208092,4,7
tt0208874,1,22
tt0208988,0,0
tt0208990,16,28
tt0209077,0,0
tt0209144,57,59
tt0209163,6,19
tt0209475,2,6
tt0209958,9,29
tt0210065,1,9
