,win,nomination
nm0347797,3,10
nm0419411,1,4
nm1902232,2,3
nm0794012,9,14
nm0177356,,
nm0595928,,
nm0531456,,
nm1223105,,
nm0156828,1,1
nm1904101,1,1
nm1968306,3,3
nm1381883,,
nm5494415,,
nm10247242,,
nm0749166,0,1
nm0122857,,
nm1776030,0,2
nm1762795,0,2
nm1641117,7,8
nm0801805,,
nm5754818,,
nm1075633,4,2
nm3620486,12,6
nm0473704,,
nm3163112,,
nm0270780,3,2
nm1458108,4,9
nm1093572,1,5
nm0649664,,
nm2325065,,
nm1336172,,
nm0619836,5,3
nm1773597,3,1
nm0282738,6,6
nm1366327,4,2
nm1007492,3,0
nm0348246,3,0
nm3538867,,
nm3480614,3,1
nm0485878,2,2
nm0162688,3,0
nm5129862,2,2
nm0157908,2,0
nm2350538,,
nm0602630,1,0
nm1111374,1,0
nm1354763,0,8
nm0357965,,
nm0811237,1,0
nm3074720,15,3
nm2014560,2,1
nm0006646,,
nm0534693,3,8
nm0481723,6,2
nm2188408,1,2
nm1571640,1,0
nm0009127,,
nm0168002,,
nm0841772,2,7
nm5877926,,
nm1384462,2,3
nm1757756,6,3
nm2010276,,
nm0115200,,
nm3572929,7,2
nm0041642,,
nm7339804,,
nm0289474,,
nm0002167,56,42
nm1484994,1,1
nm1014959,10,8
nm4652866,,
nm2433588,10,17
nm0424898,,
nm1189390,5,4
nm0395228,8,9
nm5335213,0,2
nm2724080,8,18
nm0210487,,
nm0418659,10,14
nm2841536,,
nm0648080,1,1
nm1903155,,
nm6409405,0,1
nm0005165,4,1
nm0909547,,
nm0433073,8,3
nm1834891,2,3
nm0620277,1,0
nm2712394,,
nm1979682,,
nm0545217,,
nm0904605,12,8
nm1045865,8,8
nm0001879,2,0
nm0582543,3,1
nm1224940,2,2
nm0793622,0,1
nm0641300,14,21
nm0096448,,
nm0084819,0,1
nm0470251,3,1
nm0326500,3,0
nm1548433,1,0
nm4240768,1,8
nm0306126,,
nm0661832,1,0
nm0942408,1,2
nm3559886,2,1
nm0442109,93,107
nm0312881,1,3
nm0506423,,
nm0682831,,
nm0000578,9,6
nm0948151,,
nm3582132,1,0
nm0816498,1,6
nm2879882,1,1
nm1375777,3,6
nm0210370,1,2
nm1065892,2,1
nm4508096,1,0
nm2139352,,
nm0338017,,
nm3937553,,
nm4737809,,
nm0851710,,
nm7370305,0,3
nm0792869,,
nm3033138,10,2
nm0671105,3,3
nm5292466,0,4
nm3637771,0,2
nm1628126,9,7
nm2704505,2,2
nm0622194,,
nm1186265,0,3
nm0001681,17,8
nm0785241,1,4
nm0071682,0,1
nm0245385,2,0
nm2705657,4,6
nm0072872,,
nm1394021,,
nm3608494,4,0
nm0399655,0,1
nm4767917,,
nm2842549,0,1
nm0835249,2,9
nm2034378,17,3
nm4226261,2,1
nm0482673,3,14
nm0528360,0,1
nm2912327,0,2
nm1406025,2,0
nm3163794,5,2
nm5596139,,
nm0435289,1,3
nm0048037,1,1
nm1942303,5,2
nm2387245,0,5
nm1634700,13,1
nm0251028,0,1
nm0688585,0,3
nm0289065,,
nm0497460,6,7
nm3432861,2,8
nm0081948,,
nm10678795,,
nm0002413,1,1
nm0515101,14,5
nm0826264,1,1
nm0750799,7,0
nm0731468,0,2
nm0927057,1,0
nm0264614,30,15
nm0786190,8,5
nm0031992,0,3
nm0563701,4,1
nm0827459,15,8
nm0899464,,
nm5940340,7,5
nm4191104,6,5
nm0233785,,
nm3573890,10,5
nm0874905,4,4
nm0156017,3,2
nm5262488,3,4
nm0262678,2,7
nm2557280,,
nm1157170,,
nm0670990,1,6
nm1008324,2,0
nm0368614,6,17
nm4071227,,
nm3550972,1,3
nm2179238,3,3
nm6457871,2,0
nm0973934,3,0
nm7884640,,
nm0125664,1,0
nm0767160,7,7
nm0035305,,
nm0653458,11,11
nm0389712,5,28
nm0432556,,
nm4493066,,
nm0003418,1,3
nm1759757,0,2
nm2408481,,
nm3160391,,
nm0814786,2,1
nm0119782,1,8
nm0448094,0,1
nm1764598,2,1
nm0233585,1,3
nm1743297,,
nm3588479,3,4
nm1614988,1,0
nm0947140,7,11
nm0747689,14,49
nm3672972,3,8
nm1723172,1,2
nm0955974,0,3
nm3849107,3,3
nm0825596,0,1
nm0660341,7,2
nm0760714,0,6
nm2346801,,
nm2662079,,
nm3669805,,
nm2936160,,
nm1160314,1,0
nm2919378,0,1
nm0903819,,
nm0366701,,
nm3621839,4,1
nm1163237,15,33
nm0070807,,
nm5883328,,
nm0053684,5,3
nm0275629,2,13
nm1835153,,
nm4694008,4,0
nm2809933,20,1
nm3353044,3,6
nm3423578,0,1
nm1254500,,
nm1561201,,
nm1204496,11,5
nm0092244,0,1
nm0791248,3,12
nm1497918,2,5
nm3376649,,
nm5833585,5,1
nm1973501,,
nm0164225,0,2
nm0611582,,
nm2284169,,
nm6609104,,
nm1042581,,
nm1419321,6,9
nm0150840,,
nm3969062,8,13
nm0699315,1,0
nm0823864,1,3
nm1473091,10,6
nm0006860,2,1
nm2625253,19,8
nm0295243,18,17
nm6880485,,
nm0707705,,
nm0122127,,
nm2168111,,
nm1773757,2,0
nm0480046,0,1
nm0970245,4,7
nm1527081,1,0
nm2414707,,
nm1889381,55,23
nm0311303,6,2
nm0691294,1,0
nm0063806,,
nm1982209,,
nm0003974,5,3
nm1155501,0,1
nm1531700,18,33
nm4003049,0,4
nm0200498,3,1
nm0868149,,
nm0454028,0,2
nm0038002,,
nm0159147,26,25
nm1519289,4,2
nm0251536,18,10
nm2434762,0,3
nm0572870,3,7
nm2266384,,
nm5854210,6,32
nm0857304,,
nm0218450,2,5
nm0104745,,
nm0626954,,
nm0684154,0,1
nm2318954,9,9
nm3124542,,
nm0950620,2,3
nm7911065,,
nm0594547,,
nm0753423,24,21
nm0891580,2,14
nm0620238,0,1
nm4384998,1,1
nm0897085,0,1
nm5988688,,
nm5261201,8,5
nm0077087,1,2
nm0310719,2,2
nm1752132,,
nm1458283,2,3
nm0397174,10,14
nm0356960,,
nm6397427,0,1
nm0004306,76,60
nm0757990,0,3
nm2052113,8,1
nm0461865,,
nm4493345,24,8
nm0102516,4,10
nm0126756,0,2
nm0670030,1,0
nm0381714,7,1
nm1547879,8,10
nm0000076,36,39
nm1357253,,
nm0092563,2,2
nm0859651,0,1
nm4047337,4,8
nm1705578,1,1
nm9341997,,
nm0196380,2,3
nm5807035,,
nm0666401,1,0
nm1150656,14,6
nm0413781,,
nm2060443,0,1
nm0451567,2,0
nm1030585,7,16
nm1119091,,
nm0996569,2,0
nm0342096,1,8
nm0264293,0,2
nm0249006,1,0
nm0396612,10,2
nm0624576,1,0
nm0517517,0,2
nm2782251,3,1
nm1672020,2,1
nm0091253,2,4
nm1099016,0,1
nm0252067,4,4
nm2354445,1,1
nm4841923,,
nm0583515,3,13
nm0932625,,
nm0025805,3,0
nm1272505,,
nm6142951,,
nm0842468,2,2
nm0536251,0,3
nm0130242,5,1
nm3944094,8,19
nm0876468,,
nm1662722,0,1
nm1219303,3,1
nm5697538,,
nm0730237,4,11
nm0255386,0,5
nm0006939,2,1
nm0393222,4,7
nm0257288,,
nm1803649,4,11
nm1519279,2,5
nm2491542,,
nm2469894,8,11
nm7253728,0,3
nm1757096,,
nm1549090,3,1
nm3309905,1,1
nm0002156,12,2
nm2147526,2,6
nm0952726,1,0
nm0752247,0,1
nm0082788,1,0
nm0375114,0,1
nm0006723,1,0
nm0229026,4,4
nm0584778,3,0
nm0660147,3,0
nm0780833,9,17
nm0145376,1,1
nm2489952,,
nm0271866,0,7
nm2031243,,
nm0136585,1,0
nm0549090,2,2
nm2308287,9,12
nm1854195,,
nm4303133,,
nm0076175,2,1
nm1202523,1,3
nm8784283,,
nm0697660,1,0
nm0795622,,
nm6901818,,
nm0157266,3,1
nm0549478,0,1
nm5590231,,
nm0407341,,
nm0360283,,
nm10770267,,
nm0065753,,
nm1647228,1,0
nm0678928,3,2
nm0686233,4,1
nm0650276,2,1
nm0497416,,
nm0155587,4,5
nm1593939,,
nm0832824,2,1
nm0640913,6,3
nm8069001,3,6
nm1033725,0,2
nm0269778,2,0
nm1757765,7,6
nm1463009,4,5
nm1628153,7,10
nm1147688,,
nm0624589,3,0
nm0665548,,
nm0533275,,
nm0464678,5,0
nm0830629,1,3
nm1062017,8,12
nm1093324,5,2
nm0320387,8,0
nm0899167,,
nm0343980,,
nm0155598,4,13
nm4725010,18,54
nm1403597,,
nm0670559,,
nm0872062,,
nm0913809,,
nm1397579,7,2
nm1882412,,
nm8967151,,
nm0000118,22,25
nm0340037,2,4
nm7541728,,
nm1147588,0,1
nm0764367,3,5
nm0565251,,
nm5666772,1,0
nm1335378,2,1
nm1887138,0,1
nm1955854,0,3
nm0866063,,
nm0646159,,
nm0905586,,
nm0712061,,
nm0539218,,
nm6707605,,
nm0690642,5,11
nm1022024,,
nm5910345,0,1
nm0090215,3,0
nm0695269,1,0
nm0005076,13,6
nm0001887,1,1
nm0331757,,
nm2569082,1,4
nm0897092,,
nm8801326,,
nm0415617,4,5
nm0514546,,
nm0134559,35,32
nm2784117,,
nm0246762,20,19
nm0837116,7,5
nm3558606,13,11
nm1980968,1,10
nm1350938,9,3
nm0171562,,
nm0030762,4,2
nm0460323,,
nm0280133,2,0
nm0291771,,
nm0518553,,
nm1716909,3,9
nm1431376,0,2
nm1210668,1,3
nm3309599,1,0
nm1420794,,
nm3583069,1,1
nm3268710,1,1
nm7319101,,
nm1252197,1,0
nm0189738,1,0
nm3235877,10,20
nm0415333,,
nm5634068,,
nm0852279,0,2
nm0529390,1,0
nm0591275,1,1
nm0699932,26,23
nm0790715,10,3
nm0903232,3,2
nm4201336,0,1
nm0466113,2,8
nm0555439,,
nm0094801,,
nm0001175,22,26
nm1271353,5,2
nm2573005,2,11
nm0474837,0,2
nm0142081,0,1
nm3422075,,
nm0897243,11,6
nm0899725,,
nm0273196,,
nm0437770,,
nm0004082,12,7
nm0725257,1,2
nm0590991,1,3
nm2311957,1,0
nm0922949,,
nm1818050,5,3
nm0956454,0,1
nm0916271,1,1
nm2434921,9,4
nm0607407,1,8
nm0562775,1,0
nm0336241,3,17
nm1802374,12,8
nm1725261,5,2
nm3005627,3,9
nm0692725,1,0
nm1746859,,
nm2560006,0,1
nm1616201,1,0
nm6406593,,
nm0829150,,
nm1359229,,
nm3206815,0,1
nm2253036,,
nm0480190,0,3
nm2045250,1,4
nm0251027,3,3
nm1096471,0,4
nm0230352,3,5
nm2074173,4,4
nm6149501,,
nm2595770,1,0
nm0004693,4,3
nm2213371,,
nm3836393,,
nm0847109,13,2
nm0771228,0,1
nm0122615,1,4
nm0307233,0,2
nm4128931,1,9
nm0005077,10,3
nm1048563,1,0
nm0767992,,
nm0179023,0,2
nm1600662,7,10
nm2596725,1,2
nm0774880,5,2
nm1956898,,
nm0650259,,
nm0025008,1,1
nm4227272,,
nm3403663,6,3
nm1543866,8,4
nm0310178,3,2
nm0477814,,
nm0049033,1,0
nm1543911,1,2
nm0383692,,
nm0495838,,
nm0795430,,
nm0026862,14,11
nm0001317,3,13
nm0065510,,
nm0523509,12,2
nm0221128,,
nm3164568,0,1
nm1873139,3,1
nm0076780,1,5
nm0433529,2,2
nm1496042,6,0
nm0957197,1,14
nm1080456,,
nm1380330,2,0
nm0038906,1,4
nm7397952,0,1
nm3320010,,
nm0509852,24,17
nm3301351,4,4
nm0629905,2,1
nm0388473,3,1
nm0912238,0,1
nm4586375,5,6
nm4177136,0,5
nm1163062,,
nm0075150,7,2
nm0102908,,
nm5108089,,
nm0824829,,
nm0747194,2,0
nm1168749,7,5
nm3377673,,
nm1643802,,
nm0676248,5,1
nm4399706,9,22
nm0003458,,
nm0149366,,
nm1226871,2,0
nm0384276,,
nm1718446,,
nm3480823,4,4
nm2003820,9,13
nm2384917,0,1
nm0810660,,
nm5367831,,
nm3153375,2,2
nm0218305,1,2
nm0399003,16,19
nm1430257,,
nm5268094,2,3
nm1396115,,
nm4224822,1,0
nm0401804,0,1
nm0921755,,
nm9669504,,
nm0765685,4,11
nm3205815,6,12
nm0847615,1,0
nm0728813,1,1
nm0903717,2,3
nm0341930,,
nm0265856,3,3
nm9295244,,
nm3407885,1,4
nm1319093,1,0
nm1600872,,
nm0344761,1,1
nm8465277,,
nm0879471,0,2
nm2536997,4,7
nm0907964,,
nm4644049,3,1
nm1154950,,
nm0703228,1,1
nm2809384,0,1
nm2112342,2,13
nm10369087,,
nm4080113,22,20
nm2559996,13,18
nm0116663,4,7
nm0001226,1,8
nm0574761,,
nm2182866,0,1
nm0787606,1,0
nm0850601,24,10
nm2566830,,
nm1360804,1,0
nm0335455,2,1
nm1228738,,
nm0577263,8,0
nm1383089,1,0
nm0321797,1,1
nm0644494,,
nm1267470,,
nm0422226,,
nm1637832,6,5
nm1552776,13,14
nm0642564,,
nm0453467,3,2
nm1665676,0,1
nm5538225,,
nm0862218,,
nm1879267,11,20
nm3657788,4,4
nm5369755,,
nm0348640,3,1
nm3266227,,
nm0023929,1,3
nm0269992,0,3
nm1139726,4,5
nm0006959,4,3
nm0257148,0,1
nm9140649,3,1
nm0532199,,
nm8296047,1,0
nm9935890,,
nm0041118,2,2
nm0954353,4,0
nm2545504,,
nm0367959,4,1
nm0277393,0,1
nm0819733,1,1
nm0700090,3,1
nm6098082,2,3
nm0888743,0,17
nm0449094,2,5
nm0796229,2,0
nm1541262,1,3
nm2149099,21,14
nm3594219,,
nm1563341,14,7
nm5665147,6,9
nm0166836,,
nm0420982,9,25
nm1922660,4,2
nm0680846,20,57
nm0296124,,
nm0454879,,
nm3510304,,
nm4577814,3,4
nm1141070,25,16
nm0898090,3,0
nm4938950,5,7
nm0502240,0,1
nm1263350,,
nm1738966,1,1
nm1987058,8,8
nm0097983,,
nm0848992,15,16
nm0465617,12,3
nm0623219,5,4
nm2180818,1,26
nm0761792,,
nm1083538,2,4
nm0430927,10,13
nm0442887,,
nm0765307,3,1
nm0413945,5,0
nm4001617,,
nm0791495,,
nm0547713,3,1
nm0938384,,
nm1795890,0,3
nm0719198,,
nm3542585,0,2
nm2756143,0,1
nm0842955,3,2
nm2461011,,
nm2251279,,
nm0669298,,
nm0383855,,
nm3189793,9,15
nm0408650,,
nm0765856,1,0
nm9315515,,
nm1615136,,
nm3630622,0,7
nm0289578,6,0
nm0007206,14,9
nm1098377,,
nm1583603,0,1
nm3722800,,
nm1739402,,
nm2057311,9,8
nm1182352,0,1
nm0107655,27,9
nm7704616,4,7
nm6272974,1,0
nm0885473,1,0
nm5414667,,
nm0135724,11,15
nm6117066,,
nm5465109,3,5
nm0641622,,
nm0000655,9,4
nm0013158,1,1
nm1314401,2,4
nm2582532,,
nm1969430,,
nm0253018,1,3
nm1115363,,
nm0004111,2,8
nm0228400,2,2
nm0579062,15,7
nm1280489,0,1
nm0695089,,
nm1399714,5,22
nm4674549,,
nm0275496,,
nm1213867,2,0
nm0940453,,
nm2383985,13,2
nm0441162,13,0
nm0557609,21,39
nm0718115,,
nm0864091,0,1
nm0571548,2,1
nm1936947,16,15
nm9149532,,
nm3427032,31,37
nm6889739,,
nm2525291,7,0
nm0305405,1,14
nm0882795,4,0
nm0740000,1,0
nm0494569,,
nm0564971,,
nm0005190,13,15
nm1266087,,
nm4013000,4,15
nm2545652,8,4
nm2944675,,
nm1973796,,
nm0943382,1,0
nm1428996,,
nm0299197,4,3
nm1602528,,
nm0768597,,
nm0801446,2,1
nm0812200,3,2
nm5270673,6,2
nm2785298,,
nm0794029,,
nm1303218,2,1
nm0682851,2,3
nm0001885,105,114
nm1081594,,
nm0703124,,
nm0488555,5,2
nm0003029,2,0
nm0532269,6,10
nm4395136,,
nm0903660,,
nm2720731,,
nm2196568,1,10
nm8443576,,
nm0734319,6,12
nm0684310,,
nm1183862,0,2
nm0829579,1,0
nm0095085,,
nm0789788,,
nm7587855,,
nm9798667,,
nm0895536,,
nm0236664,2,3
nm0927074,,
nm7503553,,
nm0322865,0,3
nm0398185,6,3
nm1029961,7,9
nm2468061,,
nm4107745,0,1
nm0051156,3,2
nm1561184,2,2
nm0812177,,
nm0111588,59,26
nm0754485,,
nm3688123,0,5
nm0908587,4,9
nm0744035,7,10
nm0790743,2,1
nm0646814,2,0
nm1033667,,
nm1228275,0,1
nm1961274,1,5
nm1103140,,
nm0770650,1,6
nm0382783,,
nm0729409,1,0
nm1564825,2,2
nm0700641,,
nm6433160,4,2
nm0899121,69,66
nm0543032,,
nm0744546,0,1
nm0622500,,
nm4583853,,
nm4453367,,
nm5594648,2,9
nm3507706,4,2
nm1290014,0,1
nm0842318,3,6
nm5959317,1,2
nm0492215,1,0
nm6546353,,
nm6130812,,
nm0029927,1,0
nm0212619,,
nm0000418,28,42
nm4896071,0,1
nm1099870,7,3
nm4025545,4,3
nm0821018,1,0
nm2285927,6,2
nm0848838,1,4
nm2838520,1,0
nm0522612,3,1
nm2399871,,
nm0511404,1,0
nm0880521,55,25
nm2692540,3,0
nm0957038,9,9
nm10736350,0,1
nm1828040,1,0
nm0482236,3,4
nm6269768,4,0
nm0347451,0,3
nm1680229,1,5
nm2098458,,
nm0506619,,
nm1450740,4,0
nm7578157,,
nm0568235,,
nm1802263,2,5
nm4335419,,
nm1115199,3,10
nm2680056,1,2
nm0020313,,
nm3525879,7,4
nm3488211,,
nm0074723,1,1
nm4267759,,
nm0214857,0,2
nm0308524,,
nm0904370,8,4
nm0040658,,
nm0732306,1,4
nm0057106,0,4
nm0345169,4,1
nm0557927,3,2
nm0813786,18,20
nm1215478,3,4
nm0114480,,
nm1946305,1,0
nm3849565,14,20
nm5222245,,
nm0617767,19,14
nm1519253,9,3
nm0354921,0,1
nm0336831,1,3
nm0467646,5,6
nm1205607,2,0
nm4350857,,
nm0462921,2,5
nm1926156,,
nm3951994,15,9
nm1668276,1,0
nm2094323,,
nm3703974,0,1
nm0870006,2,2
nm0828245,1,0
nm3004449,,
nm0602871,,
nm2205956,,
nm4776957,,
nm0961612,0,1
nm1379206,1,0
nm3382095,4,7
nm4082444,,
nm4685972,,
nm11175234,,
nm0276062,20,42
nm0795153,39,22
nm3646119,8,3
nm2053953,2,2
nm2287741,17,7
nm0343709,,
nm0342118,,
nm0848536,,
nm0591994,4,1
nm1415801,0,2
nm3444404,,
nm2364887,1,0
nm0310614,1,2
nm4161463,,
nm0088001,1,0
nm0205199,1,0
nm0530608,0,1
nm0251490,3,0
nm2559937,0,1
nm0666640,1,1
nm0907328,,
nm0377600,3,2
nm1642893,2,0
nm3836680,,
nm4830242,,
nm2986450,,
nm0052469,12,0
nm0286809,,
nm1100565,5,3
nm3844044,,
nm1697122,1,0
nm1034909,0,1
nm0738056,0,1
nm0112262,9,10
nm0167195,0,3
nm3258830,6,8
nm2118394,,
nm3847657,,
nm0405509,3,1
nm0558393,2,0
nm0947105,,
nm1195601,4,5
nm0003939,12,11
nm0161785,1,4
nm0625379,0,3
nm2056836,26,28
nm1553755,1,0
nm0948693,0,2
nm4962219,0,1
nm0222409,3,6
nm0637176,11,5
nm0545043,,
nm1699744,,
nm0845608,5,2
nm2482123,,
nm0042822,12,2
nm1842522,0,1
nm1925823,,
nm5149636,,
nm2652936,,
nm1718052,4,3
nm1834233,,
nm0899364,17,19
nm0456862,,
nm10421569,,
nm0353093,5,3
nm0089502,4,2
nm2493004,3,0
nm1856884,20,18
nm0939128,2,13
nm4849913,4,0
nm0664852,6,4
nm0248420,8,7
nm0563814,3,4
nm0225416,9,19
nm0223924,21,14
nm4274124,1,2
nm1284237,1,0
nm0766402,,
nm0452134,2,3
nm0955434,26,26
nm0266104,5,5
nm0851724,50,52
nm0944937,5,11
nm0950615,1,0
nm0563473,13,23
nm1329732,,
nm0837147,2,0
nm2719270,5,13
nm0655053,3,15
nm1835055,1,1
nm0326740,29,17
nm2301412,0,2
nm2808147,1,0
nm5597257,1,0
nm0126996,1,2
nm0690794,20,32
nm0564827,4,3
nm6641253,0,16
nm2699710,,
nm0233132,,
nm4391298,,
nm2195381,2,0
nm4244612,,
nm0071658,,
nm9873967,2,0
nm2128244,3,0
nm0879261,,
nm1853563,2,0
nm0949648,,
nm1070766,3,1
nm1532195,3,4
nm0842582,0,2
nm0915838,2,5
nm1959192,2,7
nm0132362,,
nm0502497,3,11
nm0329715,21,15
nm0731867,1,1
nm0546686,5,4
nm7308497,,
nm0344985,5,2
nm4439945,,
nm6512883,0,1
nm1434372,,
nm2193400,42,45
nm1352346,,
nm1549230,3,1
nm0784008,19,27
nm2895230,,
nm3172318,2,0
nm0194943,0,1
nm1299690,37,49
nm2800744,,
nm0344933,0,1
nm2376382,0,1
nm0047645,0,1
nm0313961,0,2
nm11791951,,
nm1318819,0,1
nm2013256,0,1
nm0613305,0,1
nm2396167,0,2
nm1970824,,
nm8169245,0,1
nm0800884,,
nm0894354,6,3
nm1537069,0,1
nm1029564,4,3
nm0935761,3,2
nm1635724,,
nm2151187,2,4
nm0006969,13,36
nm7509231,,
nm0704390,,
nm2763167,9,6
nm0653981,4,6
nm0070670,1,2
nm2978835,9,2
nm0012119,5,2
nm0004684,,
nm2062513,1,10
nm1784327,,
nm0003676,,
nm0858239,,
nm2597152,,
nm4219129,5,3
nm0032154,,
nm0536389,1,0
nm0547772,0,1
nm1093785,,
nm10476966,0,2
nm3459414,,
nm0945506,1,1
nm5159735,0,1
nm5747900,0,1
nm0124079,25,8
nm0191258,6,2
nm2017718,0,5
nm1576181,16,6
nm5871968,,
nm0598723,0,1
nm0293865,0,1
nm2523380,3,2
nm1232679,0,2
nm0390874,,
nm1785712,2,1
nm0271831,1,0
nm0261173,,
nm0905081,2,3
nm0228147,0,2
nm0845973,,
nm0563392,,
nm2553586,1,0
nm2449569,,
nm3420740,3,0
nm0458985,,
nm0550059,17,23
nm0153078,4,21
nm0906476,7,7
nm0385644,4,7
nm0896139,6,17
nm0006348,0,4
nm0940631,0,2
nm0317367,,
nm2502457,1,3
nm1571874,0,2
nm0903271,0,2
nm0155548,4,0
nm2163505,,
nm2843837,14,24
nm2528690,6,17
nm0902022,14,11
nm0482542,1,0
nm1724912,5,3
nm3443565,2,0
nm0595451,,
nm1082740,8,4
nm0833035,,
nm2193504,48,78
nm3043504,10,5
nm3162559,1,0
nm1292413,4,6
nm0195264,26,14
nm9288321,,
nm0096813,1,0
nm1309061,9,0
nm0712947,1,9
nm0001124,26,5
nm2279419,7,8
nm4200348,1,0
nm1165751,0,7
nm4425060,,
nm0223964,,
nm2118390,,
nm0364154,11,15
nm0774214,0,1
nm0840651,2,0
nm0037511,,
nm4981904,7,13
nm0843779,,
nm0782381,17,6
nm0839000,,
nm0366004,6,13
nm0843304,0,1
nm0670262,,
nm0020105,0,2
nm0183849,5,9
nm8438853,4,6
nm5464408,0,2
nm0290470,,
nm5648028,,
nm0736394,5,5
nm0403297,15,15
nm1287835,0,1
nm0372932,,
nm1069069,1,0
nm0500722,1,1
nm4174051,,
nm1503575,92,142
nm0066582,2,2
nm0797053,,
nm0837809,0,1
nm0436105,,
nm2294243,5,11
nm4982423,,
nm0661502,2,1
nm1338845,,
nm0423428,1,9
nm0618930,6,7
nm0000338,53,55
nm1119257,,
nm0952077,31,29
nm0814773,37,17
nm3752597,,
nm0583600,6,6
nm0303120,6,6
nm0279729,0,1
nm0682859,0,2
nm1207671,12,8
nm3240563,3,1
nm8615623,1,0
nm0038824,,
nm0178801,,
nm7884525,1,0
nm9061330,1,9
nm0139606,,
nm0324660,9,7
nm0832584,,
nm0208631,7,1
nm1597629,9,3
nm0795312,,
nm1637768,0,2
nm9448910,,
nm0281830,2,1
nm0437480,,
nm1455707,7,8
nm0849280,,
nm3510519,,
nm0720241,5,1
nm0608084,1,4
nm0164083,4,5
nm1668051,1,1
nm1177975,,
nm0861740,1,0
nm0178910,11,29
nm0723917,1,0
nm0684879,,
nm0320449,2,0
nm0239291,2,7
nm3038110,10,20
nm0281507,3,11
nm0119743,,
nm0049809,2,5
nm4541465,,
nm1415482,2,4
nm1252884,7,13
nm0922520,11,11
nm3245786,3,6
nm0731602,0,1
nm0776650,0,1
nm2027544,0,1
nm1073965,0,1
nm6010478,1,3
nm0651622,2,1
nm0785909,,
nm5919836,0,4
nm1548648,,
nm0652162,0,1
nm0201095,58,76
nm1575988,,
nm5492951,15,83
nm0484009,2,3
nm7107434,,
nm3673144,1,0
nm0743093,1,0
nm2426750,1,0
nm0266777,6,17
nm2645668,,
nm1309091,,
nm2432961,4,2
nm0522123,1,2
nm2850285,5,7
nm0502777,7,8
nm2078430,0,2
nm0404886,,
nm0200452,24,60
nm0404882,5,3
nm0399464,6,4
nm0556530,0,1
nm1182242,,
nm3518103,1,4
nm4840433,12,25
nm0756389,8,4
nm2060470,,
nm0118809,2,1
nm0324901,2,7
nm2064824,0,2
nm8548038,,
nm5396587,,
nm0494110,,
nm0953216,3,1
nm10191558,3,5
nm6203463,,
nm1299226,3,0
nm0223172,0,2
nm1715460,3,4
nm0265086,4,0
nm6474441,0,3
nm0955587,8,3
nm0370985,1,1
nm0161002,,
nm9953971,,
nm0537199,0,8
nm0405128,,
nm0221042,11,15
nm0388129,1,3
nm4834537,,
nm2398093,12,17
nm9557997,,
nm5665415,0,1
nm1371352,,
nm0682150,,
nm8624689,0,1
nm2331660,,
nm0463542,0,1
nm0285885,,
nm9073819,1,0
nm0680109,3,0
nm0848570,3,7
nm0364946,1,1
nm5230705,1,0
nm2629535,,
nm1029926,2,0
nm0481699,,
nm1387503,10,12
nm0770647,5,2
nm0031967,16,12
nm3223170,,
nm5322992,0,1
nm2216909,0,1
nm0201927,3,1
nm2207094,,
nm1043107,1,1
nm1315493,,
nm5894951,0,1
nm0282476,,
nm0244335,,
nm0803112,12,13
nm0169245,20,18
nm1519303,,
nm1357855,5,5
nm4862041,7,3
nm4971200,1,0
nm0546057,1,1
nm1189201,,
nm4561374,,
nm4002691,,
nm0736527,,
nm1650283,4,5
nm1056186,0,1
nm0883213,1,0
nm2798580,,
nm0173953,4,0
nm0018080,12,0
nm0284369,34,40
nm2611223,1,4
nm0343161,,
nm2946194,2,2
nm9021750,,
nm0952481,2,0
nm1910620,1,3
nm0305017,19,36
nm1215055,1,2
nm0524442,3,0
nm2375084,2,0
nm0628655,0,1
nm2929537,,
nm1135329,3,7
nm1504071,,
nm0682744,,
nm3378055,,
nm4204713,,
nm1628432,,
nm0507690,0,1
nm0634897,12,7
nm3667908,,
nm1032435,5,12
nm4576903,13,13
nm1699688,1,2
nm2939522,3,6
nm9643099,0,1
nm1840944,5,6
nm0037546,0,1
nm0300174,6,1
nm10154462,7,12
nm2913746,3,1
nm5000082,5,7
nm10933454,2,0
nm0802445,6,5
nm1176630,2,3
nm0973835,0,1
nm0081449,2,4
nm2163006,2,4
nm0398585,,
nm0506187,,
nm2804532,0,3
nm1280648,1,2
nm0558873,,
nm0097887,1,2
nm0952249,2,2
nm2627662,1,5
nm5063015,7,2
nm1445824,4,3
nm0215347,,
nm1252585,4,4
nm2749836,,
nm0092115,1,1
nm5158552,2,0
nm0434152,1,0
nm5526683,1,1
nm0401674,2,0
nm0029693,,
nm2296581,3,2
nm0070822,3,3
nm0351435,2,3
nm0128112,,
nm0912086,,
nm1633551,1,2
nm1210638,1,0
nm0001162,5,6
nm2682365,0,1
nm3954500,4,2
nm5853875,3,3
nm1098428,,
nm8205919,,
nm2598252,,
nm1112647,5,0
nm3894644,,
nm0947445,,
nm3237136,,
nm0593262,0,1
nm0493615,1,2
nm0520931,4,0
nm1703669,1,1
nm2279704,1,0
nm0619177,2,1
nm3112190,31,31
nm2729889,,
nm1206032,,
nm2726242,1,1
nm1618175,1,0
nm0956022,2,1
nm9279546,,
nm0000586,8,28
nm0469915,2,6
nm0170719,2,2
nm5807567,,
nm5625526,0,2
nm2892436,,
nm0657424,,
nm5142155,0,1
nm0493948,2,2
