,win,nomination
nm0207775,,
nm8460699,0,4
nm2199286,7,9
nm0916502,2,13
nm0004303,29,12
nm3057599,,
nm0393038,3,0
nm0314863,0,1
nm0513792,2,5
nm3421685,,
nm0652109,0,1
nm0000602,43,55
nm0277001,,
nm0935636,,
nm1466936,1,4
nm0004121,7,12
nm1491244,1,5
nm2033930,7,1
nm0174068,0,1
nm0838757,9,2
nm10420964,0,4
nm1345541,0,11
nm0414732,2,1
nm1175724,0,1
nm0164929,6,3
nm1454680,28,13
nm0941782,,
nm1133652,11,6
nm0409663,0,1
nm2550041,6,5
nm0019010,,
nm0445933,0,2
nm6844473,,
nm3158460,4,5
nm3845518,,
nm0320784,5,4
nm3651567,,
nm1421451,,
nm0429517,2,4
nm0087831,,
nm0504945,,
nm1350798,2,2
nm1714018,0,1
nm4415980,2,0
nm2234841,1,4
nm0080868,1,1
nm1909039,1,0
nm0960028,6,3
nm3021817,5,2
nm2198215,1,4
nm3990580,,
nm0414936,1,1
nm0620450,0,1
nm1088270,32,19
nm0555909,0,2
nm5474373,1,0
nm0621469,3,7
nm0948248,1,1
nm0766273,1,0
nm0770241,1,3
nm1126800,1,0
nm1030782,1,4
nm0678955,0,1
nm0331618,,
nm0499813,0,1
nm1628187,,
nm1305198,3,7
nm0462895,3,13
nm1473010,0,1
nm1411830,27,28
nm2224861,,
nm1729063,0,2
nm4986697,0,1
nm0352961,2,0
nm0745049,1,0
nm2279430,2,8
nm9103174,,
nm0619777,,
nm6089329,0,3
nm2296604,2,0
nm1894520,6,6
nm3450811,1,1
nm0157424,1,2
nm1491554,,
nm3949176,1,2
nm3459189,6,18
nm1069778,4,1
nm1818042,2,0
nm0575546,,
nm0677688,1,1
nm5192757,0,2
nm0359087,12,3
nm0623401,0,1
nm4159682,0,1
nm5721348,,
nm3132183,19,26
nm0875659,6,3
nm0695844,,
nm1403169,5,2
nm1360810,,
nm0354780,,
nm0123666,4,19
nm5648841,,
nm0850914,,
nm1618437,,
nm3189680,0,2
nm0774420,0,1
nm1757671,1,0
nm1206356,,
nm2060444,3,4
nm3192986,3,9
nm0411556,1,3
nm6319094,,
nm3918746,0,2
nm0708870,,
nm2704557,,
nm6569476,,
nm1421793,,
nm0676797,3,1
nm6183862,,
nm1276613,,
nm0219229,,
nm0232795,1,4
nm3443942,1,6
nm2118270,,
nm0853873,0,1
nm1360317,1,2
nm0236405,,
nm1789635,1,0
nm0251791,3,1
nm1002807,,
nm0309456,1,0
nm0726870,3,5
nm0295030,5,7
nm0378681,6,5
nm1697258,,
nm0368981,4,2
nm4347079,,
nm0001425,70,33
nm1475034,10,12
nm0001700,5,6
nm3980314,3,0
nm0584052,4,0
nm0485298,,
nm4794895,1,1
nm0637996,6,2
nm1045045,,
nm0593056,10,18
nm2541369,,
nm7503675,,
nm5491427,,
nm0851253,1,0
nm0874096,34,32
nm4247366,0,2
nm0487597,,
nm4679707,7,1
nm0901127,,
nm1717961,0,1
nm6407164,0,1
nm9793365,,
nm1202806,6,10
nm0615231,,
nm0481695,,
nm0840939,3,6
nm0787601,1,8
nm2177685,1,2
nm0029482,,
nm0186091,,
nm2446268,,
nm0191109,13,13
nm10898010,,
nm0074426,0,1
nm3661014,6,3
nm5719939,0,1
nm1028302,3,12
nm0306677,4,5
nm8501468,,
nm3754584,,
nm0305531,5,6
nm5481321,2,11
nm1672007,21,10
nm2728951,,
nm0954678,7,3
nm1672195,2,0
nm3524360,22,11
nm5227232,,
nm0398258,,
nm2721562,0,1
nm0404177,4,1
nm5048005,,
nm0481195,5,5
nm0685923,13,12
nm0184137,0,2
nm4035001,,
nm1551491,0,1
nm5358524,,
nm0126547,1,3
nm0781407,,
nm3375413,14,6
nm0210701,55,49
nm0740673,,
nm0336091,,
nm0150897,31,57
nm0753015,0,1
nm1768180,0,2
nm1267029,,
nm1700273,5,8
nm0624756,1,0
nm0793997,3,5
nm1517482,,
nm2366197,,
nm0607558,0,1
nm1219307,,
nm0536103,,
nm0179542,11,16
nm0612720,14,13
nm0206838,5,4
nm3304152,,
nm1103147,4,1
nm6324277,,
nm3195705,,
nm3245789,2,5
nm4747843,,
nm0013711,,
nm0111303,7,12
nm0634445,0,1
nm0169874,0,1
nm1362059,5,2
nm0002989,0,1
nm0468326,4,1
nm0157873,,
nm0184108,11,21
nm0139098,5,0
nm0946561,5,1
nm0006493,0,2
nm0331797,14,11
nm0554357,,
nm0673829,9,4
nm2239581,6,17
nm2321422,16,12
nm0782766,,
nm2012736,,
nm4998712,,
nm0373511,1,0
nm0210322,4,4
nm0205542,1,3
nm0185848,7,1
nm0534365,1,2
nm3809735,0,2
nm0186182,1,0
nm0066430,1,4
nm1794148,14,14
nm0057003,1,5
nm10564794,,
nm0514493,12,14
nm0078233,4,7
nm0874100,0,1
nm2031440,15,0
nm0762781,0,7
nm0827597,,
nm0300861,6,7
nm0197240,13,16
nm2171473,0,1
nm4485543,1,1
nm0576067,,
nm0001325,10,9
nm0368675,,
nm2335574,5,1
nm0387162,,
nm0506802,10,11
nm1383771,30,24
nm0668199,2,4
nm0028294,11,1
nm6418005,21,2
nm3769546,1,0
nm0334930,3,5
nm0119226,10,11
nm5072546,4,10
nm1785607,0,2
nm1159610,,
nm0277852,1,0
nm0571964,12,4
nm0445631,,
nm0276946,4,5
nm1482291,,
nm0103262,1,0
nm0198800,1,0
nm0190516,2,0
nm2098964,14,13
nm2391192,,
nm1309616,1,5
nm9083219,,
nm1706832,4,5
nm1036723,2,0
nm0670092,2,4
nm1458734,46,43
nm5642112,,
nm5859010,,
nm5238091,0,2
nm0147210,,
nm0077284,0,2
nm0506259,0,1
nm0318150,8,9
nm0252220,,
nm1875599,,
nm2095817,1,4
nm3879266,0,1
nm0019282,10,3
nm0767017,,
nm0091579,,
nm2412447,,
nm2080544,,
nm0127882,19,7
nm1089200,1,5
nm0353673,50,55
nm0822012,5,2
nm4293725,,
nm1045937,17,29
nm1212506,1,0
nm2419470,1,4
nm1818028,6,11
nm0326558,0,7
nm0946521,1,0
nm5237694,1,3
nm1595836,0,2
nm6497559,,
nm8192059,,
nm10959481,0,1
nm0714246,5,3
nm0012286,,
nm0851537,3,6
nm1546150,,
nm1540315,,
nm1106415,6,4
nm1407430,,
nm0002465,2,0
nm8740969,,
nm0705173,1,2
nm0172642,1,4
nm0636650,,
nm0008999,,
nm0105300,6,2
nm1602696,,
nm0921417,4,4
nm1436693,6,17
nm2619744,,
nm9284362,0,2
nm3669732,4,10
nm1524147,,
nm0006395,8,0
nm1464314,1,0
nm0996324,,
nm3885065,6,14
nm0293239,,
nm0194955,,
nm0655568,,
nm0255727,,
nm0306949,1,1
nm2624736,17,11
nm0770196,3,5
nm0099521,31,23
nm1486025,7,5
nm4777579,2,5
nm0320833,,
nm0694958,,
nm4669069,2,0
nm3083652,0,2
nm0819079,13,16
nm1445276,,
nm0343419,4,4
nm0259483,0,3
nm0821815,0,1
nm1058480,,
nm0637790,,
nm6063725,,
nm0947388,1,0
nm0509176,0,5
nm1871577,1,2
nm0138034,9,8
nm2653170,8,10
nm9878236,,
nm0150344,,
nm0059509,3,0
nm0783705,,
nm0593592,,
nm2432996,4,4
nm0442395,0,2
nm0131840,,
nm3790096,5,13
nm5899290,3,4
nm2518235,7,4
nm1554247,,
nm0182891,7,13
nm2133075,2,1
nm0814343,,
nm2166962,,
nm0523665,50,53
nm3672712,4,4
nm1035649,2,0
nm2266252,,
nm1856805,3,5
nm1479550,1,0
nm1226658,,
nm0006009,,
nm4577982,,
nm0121235,5,2
nm2903634,1,5
nm0161071,,
nm0078657,,
nm0875468,0,1
nm0928514,0,1
nm2586993,0,1
nm0836708,6,7
nm2669831,,
nm4387414,2,1
nm0012662,,
nm0035462,3,7
nm1106923,0,2
nm1545689,5,6
nm0609706,,
nm0540075,0,9
nm1980429,4,0
nm0598267,1,3
nm3604358,0,1
nm9587716,,
nm0101741,2,6
nm0200597,4,2
nm2089819,0,1
nm0238393,6,1
nm0411185,,
nm2003134,38,25
nm10869704,,
nm0865548,3,3
nm1829961,,
nm0737631,,
nm1472334,21,2
nm0956052,1,0
nm8986705,,
nm7101998,8,4
nm5728875,0,1
nm0697895,1,3
nm0852244,1,0
nm0371955,2,1
nm0501729,0,2
nm4414683,1,6
nm0786607,,
nm3623373,,
nm0399853,5,13
nm0060424,,
nm1063072,6,7
nm0901135,,
nm2298778,10,3
nm0460647,,
nm2676052,0,1
nm1346885,13,16
nm0212201,1,1
nm2068796,5,4
nm1291105,31,27
nm0868595,10,10
nm4644611,,
nm0038238,1,1
nm0950288,3,3
nm2341101,3,0
nm0007144,23,10
nm0859784,3,1
nm1541119,,
nm0000040,46,64
nm1496035,0,1
nm1054376,3,3
nm0343260,1,2
nm9721958,,
nm0286578,7,3
nm0147662,1,4
nm0113819,6,2
nm0040742,0,1
nm0910510,3,1
nm0437710,,
nm1802052,5,5
nm0000387,6,5
nm0742659,8,5
nm0398651,,
nm0275220,,
nm0534869,,
nm4677501,,
nm0951944,7,10
nm0001031,25,39
nm1740890,1,0
nm0359310,,
nm0524356,,
nm0619102,,
nm2306701,10,0
nm6822963,0,2
nm0123133,,
nm3338637,,
nm2528062,1,3
nm0643423,2,0
nm1680298,12,13
nm2380044,,
nm0944667,,
nm3685590,5,1
nm0582479,0,1
nm0688653,11,2
nm1312074,9,9
nm0013288,,
nm0912340,,
nm0112409,1,3
nm0229083,,
nm1941682,0,1
nm0954704,5,9
nm2462311,9,14
nm1253633,3,4
nm0169680,,
nm6583964,5,2
nm4368272,3,0
nm1351194,,
nm0433580,19,68
nm0938490,3,3
nm0287931,1,1
nm1101275,1,2
nm0953511,3,4
nm0083017,1,0
nm0333705,42,36
nm3081301,,
nm3317998,3,15
nm4134911,,
nm0718451,1,0
nm2358558,,
nm1305935,,
nm0771079,2,1
nm1905909,3,5
nm0685309,,
nm0343932,,
nm1066739,4,0
nm0594745,,
nm0085257,13,16
nm0891048,2,5
nm1729144,1,0
nm1224429,1,0
nm0645231,,
nm0388477,,
nm0851556,,
nm7665605,,
nm0282285,6,10
nm5402075,,
nm0789495,2,7
nm0545861,0,1
nm0358530,4,6
nm2296528,5,0
nm1314116,3,12
nm0000860,,
nm0366781,1,3
nm3164213,0,3
nm2542263,14,8
nm1317262,0,2
nm2093636,3,4
nm2073372,5,14
nm0059556,1,3
nm1842548,,
nm0638308,11,5
nm0176787,,
nm0003203,,
nm1757777,2,1
nm2081505,0,1
nm0005057,7,6
nm0781673,6,4
nm4322150,,
nm0897278,0,1
nm3047533,0,1
nm3248608,4,5
nm3483756,,
nm0756313,0,1
nm0712330,5,3
nm0265752,1,0
nm0419282,,
nm7383220,,
nm3209529,2,5
nm0474823,1,0
nm0014152,8,0
nm1190859,,
nm1135014,5,3
nm0766272,,
nm2724014,0,2
nm1963111,,
nm0086820,1,1
nm0554139,6,4
nm0728954,5,8
nm2291221,,
nm0666777,1,1
nm0905684,1,0
nm0638324,9,5
nm2909351,,
nm1242668,,
nm0108400,2,3
nm2288445,,
nm0184947,3,0
nm2699094,0,2
nm1885232,,
nm0851544,5,2
nm3819217,4,17
nm0249325,,
nm0000127,12,12
nm4292047,,
nm0735276,6,1
nm1355731,11,5
nm0140241,2,2
nm0003193,1,0
nm2923315,0,1
nm2085752,5,3
nm7752034,,
nm0000914,31,25
nm0420135,1,0
nm0662840,,
nm1435425,2,1
nm1350461,5,12
nm0759238,0,1
nm0161529,6,0
nm1170339,6,5
nm0576587,2,1
nm0062601,3,1
nm0000416,27,31
nm6599086,,
nm0337377,,
nm4618770,,
nm0741915,,
nm3522925,,
nm0732706,0,1
nm0059725,4,4
nm0582377,,
nm0367895,,
nm6012564,1,2
nm1416190,1,3
nm0426568,,
nm0113079,,
nm4146008,0,2
nm0010882,,
nm0484824,,
nm2123102,3,3
nm2535507,,
nm0488272,,
nm0839137,,
nm0625896,1,0
nm0702987,0,2
nm2835452,27,22
nm1121350,12,8
nm0542624,1,0
nm6612149,0,1
nm1942158,1,5
nm0292500,0,1
nm1684585,,
nm1564132,2,0
nm3272532,1,0
nm2551392,4,4
nm3889282,7,12
nm2752286,2,4
nm0288476,1,3
nm0052364,,
nm0937800,,
nm1093781,0,3
nm0208111,6,12
nm0053548,0,2
nm6776950,,
nm0812458,1,0
nm3007868,0,4
nm0772118,4,17
nm0042468,0,2
nm0938939,15,24
nm0681726,,
nm1723190,7,4
nm0030129,,
nm0056492,0,1
nm3359146,,
nm3640920,1,0
nm0458711,1,3
nm5974331,,
nm6489972,,
nm0851930,8,14
nm0994258,7,9
nm3816986,4,0
nm6451383,,
nm0635001,5,2
nm0287453,,
nm9161613,,
nm0162020,3,1
nm4332422,2,2
nm0198460,11,1
nm0785135,2,1
nm5783340,4,10
nm0259499,6,2
nm1113314,4,9
nm0135141,8,4
nm0762541,0,5
nm10222420,1,4
nm0800474,1,3
nm0325885,0,1
nm1340285,,
nm5408656,14,22
nm0039199,2,4
nm0344259,3,1
nm0184698,5,10
nm5384247,,
nm0255195,,
nm0705921,,
nm0861610,38,32
nm2195269,,
nm0320660,10,10
nm0890394,2,4
nm0755465,5,2
nm10716125,,
nm0554924,1,1
nm1741500,,
nm3211470,25,43
nm0465036,,
nm4536896,0,1
nm0753807,,
nm0382989,4,1
nm1697304,,
nm0064593,0,2
nm0006625,11,10
nm0847432,,
nm1306443,2,1
nm1195331,,
nm0418452,1,0
nm3801969,0,1
nm2566836,3,2
nm1121180,,
nm0187981,4,0
nm1950669,2,4
nm0368690,13,6
nm0086095,0,1
nm0788572,0,1
nm0873193,0,1
nm0027016,,
nm0008157,,
nm2024446,,
nm0591501,4,0
nm0681207,9,20
nm0476417,,
nm3826010,0,1
nm1346688,,
nm6218834,2,2
nm5864342,,
nm0510233,3,3
nm4011579,,
nm1546956,,
nm1930893,11,9
nm0771199,0,1
nm0001627,28,41
nm0840671,11,4
nm4980076,1,6
nm0490611,0,2
nm0083037,4,2
nm3244933,4,1
nm1456033,10,4
nm0401195,0,3
nm1432014,,
nm0046910,,
nm0101521,,
nm10879939,1,0
nm0920074,7,9
nm2162674,,
nm0386100,1,0
nm0932216,14,9
nm1840544,23,23
nm0559120,4,7
nm0277683,2,0
nm2202443,5,30
nm2842515,8,11
nm0778420,5,1
nm1424658,,
nm2907789,,
nm0276405,1,0
nm5679377,0,2
nm0740612,2,4
nm0496447,,
nm3087240,2,0
nm1656974,2,2
nm0189236,,
nm5954636,2,3
nm0552474,,
nm0257992,4,5
nm0414312,0,2
nm8558870,1,3
nm2247541,1,0
nm1842916,,
nm0316496,,
nm1670494,4,5
nm1310935,2,0
nm1296673,1,5
nm1187064,1,1
nm0485790,4,2
nm1543912,,
nm0444946,,
nm2395887,8,13
nm1017440,2,0
nm0387800,4,3
nm0637497,4,13
nm0002657,8,23
nm0812373,0,1
nm6728657,,
nm1350122,,
nm2902730,4,3
nm3898553,,
nm7933714,,
nm0028270,4,2
nm5079424,2,1
nm0679925,6,0
nm0040255,2,0
nm1656225,,
nm0704497,2,0
nm0928781,1,0
nm0359119,0,1
nm2896395,2,6
nm2415173,,
nm4263715,,
nm1020835,1,4
nm0323239,0,2
nm1965582,9,3
nm0220131,0,1
nm5793886,0,1
nm6267209,0,1
nm0003836,10,12
nm0952467,1,1
nm0821408,10,3
nm1740286,,
nm0170841,,
nm1241580,0,1
nm0881221,0,1
nm0702429,0,1
nm0736788,1,0
nm0546905,8,13
nm8568232,,
nm5517589,1,1
nm0302410,17,18
nm4317210,3,11
nm0322843,1,1
nm2881166,1,4
nm3987941,,
nm1980782,2,10
nm1702145,0,3
nm2571852,,
nm4180240,18,30
nm0469557,2,4
nm0694023,0,1
nm0382340,,
nm0549422,0,1
nm1894799,0,1
nm1236625,4,4
nm3860629,1,1
nm2633637,2,2
nm0559564,,
nm1864599,,
nm0621738,2,5
nm0050688,,
nm0920274,27,45
nm2925572,1,0
nm11638743,,
nm3776295,,
nm9965267,,
nm2326979,8,5
nm5142487,1,2
nm3214303,,
nm0300374,,
nm0332539,0,3
nm0686304,17,25
nm1785660,9,8
nm3233049,8,6
nm1351912,1,0
nm8448417,17,4
nm0715892,0,1
nm2040801,6,6
nm3285470,3,1
nm0000670,5,6
nm0014426,3,8
nm3106829,0,2
nm1077968,1,0
nm0774952,,
nm1294647,0,1
nm0046082,,
nm1227232,9,19
nm1867424,,
nm0930383,6,1
nm0095321,0,1
nm5080905,8,2
nm0720763,11,6
nm0229697,0,1
nm0609549,8,6
nm3575872,,
nm0128050,13,15
nm0204629,3,2
nm0664610,8,3
nm1335773,0,1
nm0297414,1,2
nm2227980,5,4
nm0360352,0,2
nm0854853,2,2
nm0309130,,
nm1731154,,
nm0215372,,
nm0389514,1,2
nm4726754,,
nm0450581,0,1
nm3963684,4,3
nm0889864,0,1
nm3605561,,
nm0354499,5,0
nm0005616,4,3
nm8884200,,
nm0287147,,
nm0693903,2,3
nm0510731,2,8
nm1070324,3,2
nm0489537,,
nm0945981,32,27
nm0064283,3,0
nm0722581,1,0
nm0350845,0,1
nm0406453,1,0
nm2522141,0,6
nm3127357,,
nm0644517,8,3
nm0250445,,
nm0864263,2,15
nm0886095,1,0
nm0678907,13,2
nm1298542,0,1
nm1261054,,
nm0585150,0,1
nm1644501,,
nm0082420,,
nm1646024,2,2
nm0394109,,
nm3078850,15,0
nm0399051,6,0
nm1469191,5,7
nm2190024,,
nm2399588,4,2
nm9374805,,
nm10131548,4,3
nm0406529,0,2
nm0132981,1,3
nm2118867,1,0
nm1303128,,
nm1805350,13,9
nm0695888,,
nm1475993,,
nm2738141,2,1
nm0788858,0,5
nm1628186,5,9
nm2004866,0,3
nm0163022,3,8
nm0463740,,
nm0681527,,
nm0463156,27,19
nm0515303,,
nm4537577,4,2
nm3742814,3,2
nm6391674,,
nm2708740,,
nm0751675,,
nm0630083,0,1
nm2869400,5,9
nm1272462,8,8
nm0020406,0,2
nm0463242,0,1
nm1220246,12,6
nm1360971,1,1
nm0002184,4,7
nm6287571,3,17
nm0839412,2,1
nm1964923,2,4
nm0659549,3,1
nm0903526,,
nm0191147,16,20
nm0003953,2,0
nm0171403,2,0
nm4083316,,
nm0176702,1,1
nm1787076,,
nm0437356,,
nm0609182,5,5
nm6717609,5,7
nm0573389,1,1
nm1581464,21,9
nm5567731,,
nm1459294,,
nm9230208,,
nm0764314,,
nm0251695,1,0
nm2380491,,
nm0748928,5,16
nm0994455,0,1
nm4226685,,
nm10529303,,
nm1395630,,
nm0887055,,
nm0003088,5,11
nm5648017,,
nm0422864,2,0
nm0723629,1,1
nm8504168,,
nm0499626,11,13
nm0558593,2,1
nm4502162,1,0
nm0613645,21,32
nm0270990,4,1
nm1031380,,
nm0731856,1,1
nm0394873,,
nm6128510,1,6
nm5465931,,
nm0004165,8,0
nm0137081,3,1
nm0337877,,
nm0335283,0,3
nm9158938,,
nm0178376,3,7
nm0937501,1,7
nm0593014,,
nm0904707,1,6
nm0835299,2,0
nm0261629,5,1
nm0840412,1,0
nm1583939,,
nm0057592,,
nm0042006,5,6
nm0384722,1,1
nm0556737,,
nm0047575,7,2
nm1694460,,
nm3591467,6,16
nm3440434,,
nm10412296,,
nm0422238,,
nm2008726,9,3
nm4032011,,
nm1383301,4,9
nm0699047,,
nm0648839,,
nm0853535,0,4
nm2353593,3,2
nm1166930,2,3
nm0342417,,
nm0306452,3,5
nm2204106,8,3
nm2527101,5,8
nm1637751,0,1
nm0707274,,
nm0097180,2,3
nm0626706,5,5
nm2769334,,
nm0653324,,
nm4844765,,
nm0584427,42,118
nm0019593,,
nm0951206,9,14
nm0753543,1,0
nm2215715,10,2
nm0002700,4,14
nm2543774,3,4
nm0902270,1,0
nm2323382,,
nm2349080,,
nm11072538,,
nm0059134,,
nm0214825,0,1
nm7441188,3,1
nm0257068,0,2
nm0610314,,
nm1388184,1,1
nm6745899,1,1
nm0700872,2,5
nm1339889,,
nm5113211,0,1
nm1315212,1,4
nm7449597,1,0
nm7729493,,
nm0934868,,
nm0894004,1,2
nm1794338,,
nm0471468,0,1
nm1197001,1,1
nm0014947,,
nm1729116,1,2
nm0640031,1,0
nm0450200,,
nm0053613,3,6
nm0389883,0,3
nm0133044,2,2
nm0206976,,
nm0004152,10,5
nm0233920,5,8
nm3632927,0,1
nm5747885,,
nm4873574,0,3
nm4055347,,
nm0330100,3,1
nm1226606,,
nm0474153,,
nm0928644,0,1
nm0335519,10,19
nm4490351,21,11
nm0007215,1,0
nm0271708,,
nm2972864,0,1
nm0875793,2,6
nm0277619,1,1
nm0733692,0,2
nm0434908,,
nm0451998,26,15
nm0706615,0,1
nm2702576,5,3
nm0642223,,
nm0802248,6,5
nm0351842,11,6
nm0821406,1,0
nm1749779,,
nm0624513,,
nm0139036,5,3
nm1015789,2,0
nm5074783,0,1
nm0699591,,
nm0026109,,
nm0946346,0,2
nm1697290,1,0
nm0893704,,
nm0594098,5,6
nm0323281,1,1
nm0900527,9,3
nm2359589,3,5
nm8026827,1,1
nm0776090,1,0
nm1093053,10,6
nm0231659,0,4
nm1203224,3,0
nm1164814,6,11
nm1252362,11,20
nm0231027,,
nm0002718,0,1
nm1076796,,
nm0642684,1,0
nm0000473,35,58
nm2164771,,
nm0542649,1,7
nm5534437,1,2
nm1110558,2,1
nm3638923,,
nm3216319,0,2
nm0105417,9,4
nm3707393,13,17
nm0783180,5,2
nm2838692,1,1
nm1394119,,
nm1907744,3,12
nm0127390,,
nm0846092,6,3
nm2955551,,
nm0609594,1,1
nm0541050,,
nm0626211,0,1
nm0822043,1,1
nm0368224,0,1
nm2145551,2,5
nm2520393,0,1
nm0331840,8,0
nm1717949,30,51
nm0318795,4,3
nm1167622,,
nm0474861,,
nm3917499,,
nm0810564,10,4
nm3357359,1,2
nm0543650,1,2
nm0000265,68,76
nm3117618,3,4
nm0034754,3,6
nm5278427,0,4
nm9643100,2,3
nm2928862,,
nm1761595,0,2
nm0127935,,
nm0456539,9,0
nm2146152,,
nm1235290,1,5
nm4894328,,
nm0859662,,
nm0007198,2,0
nm6014885,2,2
nm1618188,1,0
nm3403456,2,3
nm0753737,9,15
nm0002653,2,6
nm10232225,2,4
nm0155400,7,17
nm0619110,0,1
nm2451114,,
nm1386816,0,1
nm1773569,9,9
nm0811296,3,0
nm0788159,,
nm8892742,,
nm0553662,,
nm3410550,,
nm0049294,10,9
nm0282644,0,1
nm0006448,8,16
nm2776774,9,29
nm3815804,1,2
nm2885983,4,8
nm3107950,0,1
nm3648455,3,25
nm2720840,,
nm6574932,,
nm0644368,8,9
nm0552289,,
nm0004388,3,2
nm0796915,2,11
nm6342066,,
nm1748907,1,1
nm0781341,2,0
nm0005366,12,13
nm1287472,,
nm1194317,,
nm5194324,,
nm9289932,,
nm0491290,,
nm0550777,,
nm0159039,18,31
nm1224879,4,5
nm3336401,0,2
nm0078532,,
nm0114054,,
nm1110123,7,1
nm2752917,0,3
nm0081597,4,8
nm1466691,4,5
nm1941299,,
nm9700588,,
nm0587313,1,2
nm7856396,,
nm0288559,,
nm6142898,,
nm4919063,0,2
nm0371207,,
nm0523239,7,1
nm4392056,,
nm0914300,,
nm5630563,1,5
nm4438253,0,1
nm0286319,0,1
nm0827268,1,4
nm2100264,1,0
nm0483484,3,1
nm1285632,0,1
nm0445435,12,7
nm0746932,0,2
nm1205739,1,3
nm3250747,7,0
nm0353263,1,3
nm1349387,0,2
nm0500552,4,2
nm8095637,1,0
nm0338572,0,5
nm0263179,10,7
nm2946908,3,0
nm1142243,,
nm3366745,4,3
nm1995558,,
nm2278629,,
nm0267323,,
nm3466367,,
nm0764252,5,2
nm0243295,2,0
nm0110133,1,0
nm1830517,,
nm0301900,,
nm1075618,16,3
nm2957771,11,19
nm3349366,,
nm1748996,0,1
nm0770005,25,36
nm0264967,17,21
nm2675246,4,1
nm1626413,7,2
nm0233718,0,1
nm0613580,19,12
nm0217779,0,1
nm0026442,6,12
nm0113284,2,8
nm0274659,21,28
nm0923330,1,2
nm4734352,0,2
nm9785417,5,17
nm0408120,,
nm0477213,4,12
nm0704434,,
nm0711901,,
nm0628731,2,6
nm1516329,,
nm1956411,,
nm1556131,,
nm0002892,28,41
nm0237021,1,0
nm0438266,3,0
nm8231600,,
nm2992403,1,2
nm9630405,0,2
nm10121252,4,6
nm2357722,,
nm1279059,,
nm0486621,1,0
nm0001466,8,7
nm7760158,,
nm0327273,32,48
nm2386590,0,1
nm2030932,1,0
nm2808904,1,0
nm5584045,7,16
nm2806693,1,6
nm0625680,7,9
nm1461831,3,4
nm1391054,1,12
nm0290129,1,0
nm0108132,7,4
nm2481971,,
nm0001378,38,60
nm0028196,1,0
nm0411236,,
nm2712811,0,3
nm0472223,0,1
nm0601619,71,33
nm6138921,,
nm3263065,,
nm2630862,,
nm0822119,1,0
nm1472983,1,10
nm2341549,1,1
nm2158003,,
nm2870689,,
nm3599233,,
nm0940668,1,6
nm0342660,,
nm0005196,17,27
nm1287467,2,3
nm0954099,4,2
nm5874240,2,0
nm0738022,2,2
nm4797788,,
nm5115824,,
nm0397227,,
nm9391630,0,1
nm0946811,5,14
nm3726993,1,0
nm4832317,3,2
nm1039140,1,2
nm0772207,6,24
nm1387145,,
nm2058445,,
nm6257847,1,6
nm3418486,1,14
nm1438019,0,1
nm0117317,0,2
nm11004601,,
nm0592483,,
nm0875488,,
nm0635759,1,3
nm0657734,2,6
nm6522773,,
nm0880151,2,3
nm0508792,,
nm4633744,0,3
nm2552525,2,5
nm6361145,,
nm0521551,0,1
nm1231306,,
nm0453491,4,1
nm11388000,,
nm0995301,5,0
nm0200752,,
nm1027519,15,8
nm1628408,,
nm7204868,,
nm0585583,0,3
nm0898464,1,0
nm5912520,,
nm4779439,,
nm8631915,8,4
nm0478539,,
nm0366045,1,0
nm1030698,,
nm1160374,0,1
nm0190861,7,20
nm1760245,,
nm7755027,,
nm7455249,1,0
nm3548432,,
nm0941708,13,4
nm0608741,0,3
nm0954437,0,1
nm2195993,1,4
nm0123951,2,2
nm0741666,2,2
nm2104547,1,6
nm0004412,1,2
nm0534831,,
nm2356415,1,0
nm0618405,6,6
nm0096180,0,1
nm0739168,0,1
nm0994244,,
nm0582825,,
nm4209430,10,27
nm0001092,0,1
nm1276328,2,1
nm4769651,,
nm0285666,,
nm0054787,,
nm0441397,1,0
nm9344978,,
nm3355904,,
nm1124881,2,0
nm0269967,,
nm6825393,1,1
nm0454835,9,8
nm0389337,,
nm0414423,3,1
nm7346537,,
nm10357998,,
nm2405606,,
nm1266566,0,2
nm0054077,11,28
nm2495340,7,6
nm0998480,2,2
nm1868947,,
nm0283377,21,13
nm5511734,,
nm0001629,7,9
nm0240797,1,4
nm7609198,2,3
nm1672369,,
nm4171068,0,3
nm1049039,1,0
nm10079193,,
nm0388302,40,16
nm1294065,2,0
nm0631860,,
nm0849200,,
nm1238984,,
nm0074936,5,2
nm0765166,1,1
nm0765384,4,17
nm1191464,6,5
nm0039468,2,0
nm0939767,,
nm4306158,9,14
nm0724156,6,0
nm0094361,40,23
nm2052102,0,1
nm3509272,1,2
nm0954322,,
nm1104780,,
nm2206944,7,3
nm4996262,,
nm2873267,,
nm0234749,,
nm0438989,10,9
nm0406936,6,2
nm0346331,1,3
nm1569942,,
nm0000697,55,61
nm1095164,0,2
nm1046187,3,4
nm5628838,,
nm0006572,1,0
nm0225410,4,1
nm3326361,3,4
nm0529733,,
nm9890891,2,0
nm0781953,0,4
nm0659770,0,1
nm1230974,,
nm0227020,,
nm0328000,6,5
nm0945717,,
nm1615009,1,0
nm8011781,,
nm0513974,1,0
nm0007134,35,21
nm1988479,,
nm2678073,0,2
nm3566258,3,0
nm0003355,7,3
nm0278780,1,0
nm2361005,15,16
nm0623320,,
nm0505409,1,0
nm0425894,2,0
nm0749011,,
nm0170504,4,3
nm0469436,,
nm0926669,,
